snapshot_id,model_id,output_set,output_id,output_label,output_row,output_value,override_value,actual_value
2,20,Province Model,2,Inventory '000 t,24,0.0,,
2,20,Province Model,3,"Geological
Endowment '000 t",24,8000.0,,
2,20,Province Model,1,Province,25,Shandong,,
2,20,Province Model,2,Inventory '000 t,25,57946.0,,
2,20,Province Model,3,"Geological
Endowment '000 t",25,207676.0,,
2,20,Province Model,1,Province,26,Shaanxi,,
2,20,Province Model,2,Inventory '000 t,26,41262.0,,
2,20,Province Model,3,"Geological
Endowment '000 t",26,41405.0,,
2,20,Province Model,1,Province,27,Shanxi,,
2,20,Province Model,2,Inventory '000 t,27,1526761.17,,
2,20,Province Model,3,"Geological
Endowment '000 t",27,3628159.9699999997,,
2,20,Province Model,1,Province,28,Sichuan,,
2,20,Province Model,2,Inventory '000 t,28,20220.0,,
2,20,Province Model,3,"Geological
Endowment '000 t",28,135526.0,,
2,20,Province Model,1,Province,29,Xinjiang,,
2,20,Province Model,2,Inventory '000 t,29,553.2,,
2,20,Province Model,3,"Geological
Endowment '000 t",29,553.2,,
2,20,Province Model,1,Province,30,Yunnan,,
2,20,Province Model,2,Inventory '000 t,30,144083.4,,
2,20,Province Model,3,"Geological
Endowment '000 t",30,181147.8,,
2,20,County Model,1,Province,0,Guizhou,,
2,20,County Model,4,County,0,Kaiyang,,
2,20,County Model,2,Inventory '000 t,0,8033.2,,
2,20,County Model,3,"Geological
Endowment '000 t",0,8022.2,,
2,20,County Model,1,Province,1,Beijing,,
2,20,County Model,4,County,1,Beijing,,
2,20,County Model,2,Inventory '000 t,1,420.0,,
2,20,County Model,3,"Geological
Endowment '000 t",1,420.0,,
2,20,County Model,1,Province,2,Chongqing,,
2,20,County Model,4,County,2,Fengdu,,
2,20,County Model,2,Inventory '000 t,2,1346.0,,
2,20,County Model,3,"Geological
Endowment '000 t",2,1346.0,,
2,20,County Model,1,Province,3,Chongqing,,
2,20,County Model,4,County,3,Nanchuan,,
2,20,County Model,2,Inventory '000 t,3,94536.0,,
2,20,County Model,3,"Geological
Endowment '000 t",3,95686.0,,
2,20,County Model,1,Province,4,Guangxi,,
2,20,County Model,4,County,4,Debao,,
2,20,County Model,2,Inventory '000 t,4,185222.0,,
2,20,County Model,3,"Geological
Endowment '000 t",4,317660.0,,
2,20,County Model,1,Province,5,Guangxi,,
2,20,County Model,4,County,5,Jingxi,,
2,20,County Model,2,Inventory '000 t,5,406000.0,,
2,20,County Model,3,"Geological
Endowment '000 t",5,923420.0,,
2,20,County Model,1,Province,6,Guangxi,,
2,20,County Model,4,County,6,Chongzuo,,
2,20,County Model,2,Inventory '000 t,6,87771.0,,
2,20,County Model,3,"Geological
Endowment '000 t",6,184374.8,,
2,20,County Model,1,Province,7,Chongqing,,
2,20,County Model,4,County,7,Nanchuan,,
2,20,County Model,2,Inventory '000 t,7,94536.0,,
2,20,County Model,3,"Geological
Endowment '000 t",7,95686.0,,
2,20,County Model,1,Province,8,Fujian,,
2,20,County Model,4,County,8,Fujian,,
2,20,County Model,2,Inventory '000 t,8,653.0,,
2,20,County Model,3,"Geological
Endowment '000 t",8,653.0,,
2,20,County Model,1,Province,9,Chongqing,,
2,20,County Model,4,County,9,Nanchuan,,
2,20,County Model,2,Inventory '000 t,9,94536.0,,
2,20,County Model,3,"Geological
Endowment '000 t",9,95686.0,,
2,20,County Model,1,Province,10,Chongqing,,
2,20,County Model,4,County,10,Qinjiang,,
2,20,County Model,2,Inventory '000 t,10,9500.0,,
2,20,County Model,3,"Geological
Endowment '000 t",10,11000.0,,
2,20,County Model,1,Province,11,Chongqing,,
2,20,County Model,4,County,11,Wulong,,
2,20,County Model,2,Inventory '000 t,11,40476.0,,
2,20,County Model,3,"Geological
Endowment '000 t",11,56776.0,,
2,20,County Model,1,Province,12,Guangdong,,
2,20,County Model,4,County,12,Guangdong,,
2,20,County Model,2,Inventory '000 t,12,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",12,118.0,,
2,20,County Model,1,Province,13,Chongqing,,
2,20,County Model,4,County,13,Wulong,,
2,20,County Model,2,Inventory '000 t,13,40476.0,,
2,20,County Model,3,"Geological
Endowment '000 t",13,56776.0,,
2,20,County Model,1,Province,14,Guangxi,,
2,20,County Model,4,County,14,Binyang,,
2,20,County Model,2,Inventory '000 t,14,7520.0,,
2,20,County Model,3,"Geological
Endowment '000 t",14,24010.0,,
2,20,County Model,1,Province,15,Chongqing,,
2,20,County Model,4,County,15,Wulong,,
2,20,County Model,2,Inventory '000 t,15,40476.0,,
2,20,County Model,3,"Geological
Endowment '000 t",15,56776.0,,
2,20,County Model,1,Province,16,Guangxi,,
2,20,County Model,4,County,16,Jingxi,,
2,20,County Model,2,Inventory '000 t,16,406000.0,,
2,20,County Model,3,"Geological
Endowment '000 t",16,923420.0,,
2,20,County Model,1,Province,17,Chongqing,,
2,20,County Model,4,County,17,Wulong,,
2,20,County Model,2,Inventory '000 t,17,40476.0,,
2,20,County Model,3,"Geological
Endowment '000 t",17,56776.0,,
2,20,County Model,1,Province,18,Guangxi,,
2,20,County Model,4,County,18,Chongzuo,,
2,20,County Model,2,Inventory '000 t,18,87771.0,,
2,20,County Model,3,"Geological
Endowment '000 t",18,184374.8,,
2,20,County Model,1,Province,19,Guangxi,,
2,20,County Model,4,County,19,Debao,,
2,20,County Model,2,Inventory '000 t,19,185222.0,,
2,20,County Model,3,"Geological
Endowment '000 t",19,317660.0,,
2,20,County Model,1,Province,20,Guangxi,,
2,20,County Model,4,County,20,Donglan,,
2,20,County Model,2,Inventory '000 t,20,1890.0,,
2,20,County Model,3,"Geological
Endowment '000 t",20,148113.0,,
2,20,County Model,1,Province,21,Guangxi,,
2,20,County Model,4,County,21,Guigang,,
2,20,County Model,2,Inventory '000 t,21,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",21,220000.0,,
2,20,County Model,1,Province,22,Guangxi,,
2,20,County Model,4,County,22,Heng,,
2,20,County Model,2,Inventory '000 t,22,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",22,267488.0,,
2,20,County Model,1,Province,23,Guangxi,,
2,20,County Model,4,County,23,Jingxi,,
2,20,County Model,2,Inventory '000 t,23,406000.0,,
2,20,County Model,3,"Geological
Endowment '000 t",23,923420.0,,
2,20,County Model,1,Province,24,Guangxi,,
2,20,County Model,4,County,24,Laibin,,
2,20,County Model,2,Inventory '000 t,24,7520.0,,
2,20,County Model,3,"Geological
Endowment '000 t",24,7520.0,,
2,20,County Model,1,Province,25,Guangxi,,
2,20,County Model,4,County,25,Lingyun,,
2,20,County Model,2,Inventory '000 t,25,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",25,8020.0,,
2,20,County Model,1,Province,26,Guangxi,,
2,20,County Model,4,County,26,Long'an,,
2,20,County Model,2,Inventory '000 t,26,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",26,14968.1,,
2,20,County Model,1,Province,27,Guangxi,,
2,20,County Model,4,County,27,Longzhou,,
2,20,County Model,2,Inventory '000 t,27,51192.0,,
2,20,County Model,3,"Geological
Endowment '000 t",27,51592.0,,
2,20,County Model,1,Province,28,Guangxi,,
2,20,County Model,4,County,28,Mashan,,
2,20,County Model,2,Inventory '000 t,28,84390.0,,
2,20,County Model,3,"Geological
Endowment '000 t",28,295250.0,,
2,20,County Model,1,Province,29,Guangxi,,
2,20,County Model,4,County,29,Napo,,
2,20,County Model,2,Inventory '000 t,29,69970.0,,
2,20,County Model,3,"Geological
Endowment '000 t",29,150910.0,,
2,20,County Model,1,Province,30,Guangxi,,
2,20,County Model,4,County,30,Ningming,,
2,20,County Model,2,Inventory '000 t,30,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",30,77860.0,,
2,20,County Model,1,Province,31,Guangxi,,
2,20,County Model,4,County,31,Pingguo,,
2,20,County Model,2,Inventory '000 t,31,362009.26,,
2,20,County Model,3,"Geological
Endowment '000 t",31,1470592.72,,
2,20,County Model,1,Province,32,Hebei,,
2,20,County Model,4,County,32,Tangshan,,
2,20,County Model,2,Inventory '000 t,32,23869.0,,
2,20,County Model,3,"Geological
Endowment '000 t",32,23869.0,,
2,20,County Model,1,Province,33,Guangxi,,
2,20,County Model,4,County,33,Pingguo,,
2,20,County Model,2,Inventory '000 t,33,362009.26,,
2,20,County Model,3,"Geological
Endowment '000 t",33,1470592.72,,
2,20,County Model,1,Province,34,Guangxi,,
2,20,County Model,4,County,34,Pingxiang,,
2,20,County Model,2,Inventory '000 t,34,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",34,20150.0,,
2,20,County Model,1,Province,35,Guangxi,,
2,20,County Model,4,County,35,Shanglin,,
2,20,County Model,2,Inventory '000 t,35,136740.0,,
2,20,County Model,3,"Geological
Endowment '000 t",35,423780.0,,
2,20,County Model,1,Province,36,Guangxi,,
2,20,County Model,4,County,36,Tiandong,,
2,20,County Model,2,Inventory '000 t,36,16327.85,,
2,20,County Model,3,"Geological
Endowment '000 t",36,214257.46,,
2,20,County Model,1,Province,37,Guangxi,,
2,20,County Model,4,County,37,Tianyang,,
2,20,County Model,2,Inventory '000 t,37,121130.0,,
2,20,County Model,3,"Geological
Endowment '000 t",37,707740.0,,
2,20,County Model,1,Province,38,Guangxi,,
2,20,County Model,4,County,38,Tian'e,,
2,20,County Model,2,Inventory '000 t,38,580.0,,
2,20,County Model,3,"Geological
Endowment '000 t",38,46230.0,,
2,20,County Model,1,Province,39,Guangxi,,
2,20,County Model,4,County,39,Tianlin,,
2,20,County Model,2,Inventory '000 t,39,1080.0,,
2,20,County Model,3,"Geological
Endowment '000 t",39,30450.0,,
2,20,County Model,1,Province,40,Guangxi,,
2,20,County Model,4,County,40,Yizhou,,
2,20,County Model,2,Inventory '000 t,40,30.0,,
2,20,County Model,3,"Geological
Endowment '000 t",40,53240.0,,
2,20,County Model,1,Province,41,Guangxi,,
2,20,County Model,4,County,41,Yongning,,
2,20,County Model,2,Inventory '000 t,41,1000.0,,
2,20,County Model,3,"Geological
Endowment '000 t",41,12670.0,,
2,20,County Model,1,Province,42,Guizhou,,
2,20,County Model,4,County,42,Daozhen,,
2,20,County Model,2,Inventory '000 t,42,182982.2,,
2,20,County Model,3,"Geological
Endowment '000 t",42,290275.4,,
2,20,County Model,1,Province,43,Guizhou,,
2,20,County Model,4,County,43,Fuquan,,
2,20,County Model,2,Inventory '000 t,43,7220.0,,
2,20,County Model,3,"Geological
Endowment '000 t",43,7220.0,,
2,20,County Model,1,Province,44,Guizhou,,
2,20,County Model,4,County,44,Guiyang,,
2,20,County Model,2,Inventory '000 t,44,9512.0,,
2,20,County Model,3,"Geological
Endowment '000 t",44,9512.0,,
2,20,County Model,1,Province,45,Guizhou,,
2,20,County Model,4,County,45,Huangping,,
2,20,County Model,2,Inventory '000 t,45,14915.2,,
2,20,County Model,3,"Geological
Endowment '000 t",45,15283.6,,
2,20,County Model,1,Province,46,Guizhou,,
2,20,County Model,4,County,46,Kaili,,
2,20,County Model,2,Inventory '000 t,46,58277.3,,
2,20,County Model,3,"Geological
Endowment '000 t",46,78860.20000000001,,
2,20,County Model,1,Province,47,Guizhou,,
2,20,County Model,4,County,47,Kaiyang,,
2,20,County Model,2,Inventory '000 t,47,8033.2,,
2,20,County Model,3,"Geological
Endowment '000 t",47,8022.2,,
2,20,County Model,1,Province,48,Guizhou,,
2,20,County Model,4,County,48,Jinsha,,
2,20,County Model,2,Inventory '000 t,48,21958.800000000003,,
2,20,County Model,3,"Geological
Endowment '000 t",48,23145.9,,
2,20,County Model,1,Province,49,Guizhou,,
2,20,County Model,4,County,49,Longli,,
2,20,County Model,2,Inventory '000 t,49,396.0,,
2,20,County Model,3,"Geological
Endowment '000 t",49,10396.0,,
2,20,County Model,1,Province,50,Guizhou,,
2,20,County Model,4,County,50,Qingzhen,,
2,20,County Model,2,Inventory '000 t,50,315509.3,,
2,20,County Model,3,"Geological
Endowment '000 t",50,328766.6,,
2,20,County Model,1,Province,51,Guizhou,,
2,20,County Model,4,County,51,Weng'an,,
2,20,County Model,2,Inventory '000 t,51,5803.8,,
2,20,County Model,3,"Geological
Endowment '000 t",51,14337.3,,
2,20,County Model,1,Province,52,Guizhou,,
2,20,County Model,4,County,52,Wuchuan,,
2,20,County Model,2,Inventory '000 t,52,101900.0,,
2,20,County Model,3,"Geological
Endowment '000 t",52,120000.0,,
2,20,County Model,1,Province,53,Guizhou,,
2,20,County Model,4,County,53,Xifeng,,
2,20,County Model,2,Inventory '000 t,53,1859.0,,
2,20,County Model,3,"Geological
Endowment '000 t",53,1859.0,,
2,20,County Model,1,Province,54,Guizhou,,
2,20,County Model,4,County,54,Xiuwen,,
2,20,County Model,2,Inventory '000 t,54,87444.2,,
2,20,County Model,3,"Geological
Endowment '000 t",54,90137.2,,
2,20,County Model,1,Province,55,Guizhou,,
2,20,County Model,4,County,55,Zheng'an,,
2,20,County Model,2,Inventory '000 t,55,112871.8,,
2,20,County Model,3,"Geological
Endowment '000 t",55,192512.1,,
2,20,County Model,1,Province,56,Guizhou,,
2,20,County Model,4,County,56,Zhijin,,
2,20,County Model,2,Inventory '000 t,56,14936.099999999999,,
2,20,County Model,3,"Geological
Endowment '000 t",56,15671.8,,
2,20,County Model,1,Province,57,Guizhou,,
2,20,County Model,4,County,57,Zunyi,,
2,20,County Model,2,Inventory '000 t,57,95808.04,,
2,20,County Model,3,"Geological
Endowment '000 t",57,104034.04000000001,,
2,20,County Model,1,Province,58,Hainan,,
2,20,County Model,4,County,58,Wenchang,,
2,20,County Model,2,Inventory '000 t,58,21906.0,,
2,20,County Model,3,"Geological
Endowment '000 t",58,21906.0,,
2,20,County Model,1,Province,59,Hebei,,
2,20,County Model,4,County,59,Fengfeng,,
2,20,County Model,2,Inventory '000 t,59,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",59,3346.0,,
2,20,County Model,1,Province,60,Hebei,,
2,20,County Model,4,County,60,Jingxing,,
2,20,County Model,2,Inventory '000 t,60,694.0,,
2,20,County Model,3,"Geological
Endowment '000 t",60,42878.0,,
2,20,County Model,1,Province,61,Hebei,,
2,20,County Model,4,County,61,Wu'an,,
2,20,County Model,2,Inventory '000 t,61,323.34,,
2,20,County Model,3,"Geological
Endowment '000 t",61,323.34,,
2,20,County Model,1,Province,62,Henan,,
2,20,County Model,4,County,62,Baofeng,,
2,20,County Model,2,Inventory '000 t,62,23864.86,,
2,20,County Model,3,"Geological
Endowment '000 t",62,37835.16,,
2,20,County Model,1,Province,63,Henan,,
2,20,County Model,4,County,63,Dengfeng,,
2,20,County Model,2,Inventory '000 t,63,76438.2,,
2,20,County Model,3,"Geological
Endowment '000 t",63,142674.2,,
2,20,County Model,1,Province,64,Henan,,
2,20,County Model,4,County,64,Gongyi,,
2,20,County Model,2,Inventory '000 t,64,180234.0,,
2,20,County Model,3,"Geological
Endowment '000 t",64,246607.0,,
2,20,County Model,1,Province,65,Henan,,
2,20,County Model,4,County,65,Hubin,,
2,20,County Model,2,Inventory '000 t,65,2791.2000000000003,,
2,20,County Model,3,"Geological
Endowment '000 t",65,3777.0,,
2,20,County Model,1,Province,66,Henan,,
2,20,County Model,4,County,66,Jiaxian,,
2,20,County Model,2,Inventory '000 t,66,4900.0,,
2,20,County Model,3,"Geological
Endowment '000 t",66,4900.0,,
2,20,County Model,1,Province,67,Henan,,
2,20,County Model,4,County,67,Jiyuan,,
2,20,County Model,2,Inventory '000 t,67,6335.4,,
2,20,County Model,3,"Geological
Endowment '000 t",67,6335.4,,
2,20,County Model,1,Province,68,Henan,,
2,20,County Model,4,County,68,Lushan,,
2,20,County Model,2,Inventory '000 t,68,7828.7,,
2,20,County Model,3,"Geological
Endowment '000 t",68,58220.0,,
2,20,County Model,1,Province,69,Henan,,
2,20,County Model,4,County,69,Mianchi,,
2,20,County Model,2,Inventory '000 t,69,150034.8,,
2,20,County Model,3,"Geological
Endowment '000 t",69,504490.8,,
2,20,County Model,1,Province,70,Henan,,
2,20,County Model,4,County,70,Pingdingshan,,
2,20,County Model,2,Inventory '000 t,70,4490.0,,
2,20,County Model,3,"Geological
Endowment '000 t",70,4490.0,,
2,20,County Model,1,Province,71,Henan,,
2,20,County Model,4,County,71,Qinyang,,
2,20,County Model,2,Inventory '000 t,71,10330.0,,
2,20,County Model,3,"Geological
Endowment '000 t",71,10330.0,,
2,20,County Model,1,Province,72,Henan,,
2,20,County Model,4,County,72,Ruyang,,
2,20,County Model,2,Inventory '000 t,72,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",72,45.0,,
2,20,County Model,1,Province,73,Henan,,
2,20,County Model,4,County,73,Ruzhou,,
2,20,County Model,2,Inventory '000 t,73,6196.0,,
2,20,County Model,3,"Geological
Endowment '000 t",73,7457.3,,
2,20,County Model,1,Province,74,Henan,,
2,20,County Model,4,County,74,Sanmenxia,,
2,20,County Model,2,Inventory '000 t,74,14398.0,,
2,20,County Model,3,"Geological
Endowment '000 t",74,14398.0,,
2,20,County Model,1,Province,75,Henan,,
2,20,County Model,4,County,75,Shaan,,
2,20,County Model,2,Inventory '000 t,75,81672.6,,
2,20,County Model,3,"Geological
Endowment '000 t",75,81672.6,,
2,20,County Model,1,Province,76,Henan,,
2,20,County Model,4,County,76,Xin'an,,
2,20,County Model,2,Inventory '000 t,76,158774.7,,
2,20,County Model,3,"Geological
Endowment '000 t",76,427184.8,,
2,20,County Model,1,Province,77,Henan,,
2,20,County Model,4,County,77,Xingyang,,
2,20,County Model,2,Inventory '000 t,77,22116.0,,
2,20,County Model,3,"Geological
Endowment '000 t",77,28088.4,,
2,20,County Model,1,Province,78,Henan,,
2,20,County Model,4,County,78,Xinmi,,
2,20,County Model,2,Inventory '000 t,78,42951.0,,
2,20,County Model,3,"Geological
Endowment '000 t",78,71445.0,,
2,20,County Model,1,Province,79,Henan,,
2,20,County Model,4,County,79,Yanshi,,
2,20,County Model,2,Inventory '000 t,79,58336.65,,
2,20,County Model,3,"Geological
Endowment '000 t",79,178977.65,,
2,20,County Model,1,Province,80,Henan,,
2,20,County Model,4,County,80,Yichuan,,
2,20,County Model,2,Inventory '000 t,80,755.0,,
2,20,County Model,3,"Geological
Endowment '000 t",80,755.0,,
2,20,County Model,1,Province,81,Henan,,
2,20,County Model,4,County,81,Yiyang,,
2,20,County Model,2,Inventory '000 t,81,2256.0,,
2,20,County Model,3,"Geological
Endowment '000 t",81,2256.0,,
2,20,County Model,1,Province,82,Henan,,
2,20,County Model,4,County,82,Yuzhou,,
2,20,County Model,2,Inventory '000 t,82,26059.0,,
2,20,County Model,3,"Geological
Endowment '000 t",82,58659.0,,
2,20,County Model,1,Province,83,Hubei,,
2,20,County Model,4,County,83,Yicheng,,
2,20,County Model,2,Inventory '000 t,83,44425.4,,
2,20,County Model,3,"Geological
Endowment '000 t",83,44425.4,,
2,20,County Model,1,Province,84,Hunan,,
2,20,County Model,4,County,84,Chenxi,,
2,20,County Model,2,Inventory '000 t,84,4815.0,,
2,20,County Model,3,"Geological
Endowment '000 t",84,4815.0,,
2,20,County Model,1,Province,85,Inner Mongolia,,
2,20,County Model,4,County,85,Qingshuihe,,
2,20,County Model,2,Inventory '000 t,85,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",85,200000.0,,
2,20,County Model,1,Province,86,Jiangxi,,
2,20,County Model,4,County,86,Jiangxi,,
2,20,County Model,2,Inventory '000 t,86,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",86,8000.0,,
2,20,County Model,1,Province,87,Liaoning,,
2,20,County Model,4,County,87,Liaoning,,
2,20,County Model,2,Inventory '000 t,87,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",87,8000.0,,
2,20,County Model,1,Province,88,Shandong,,
2,20,County Model,4,County,88,Tai'an,,
2,20,County Model,2,Inventory '000 t,88,3615.0,,
2,20,County Model,3,"Geological
Endowment '000 t",88,3615.0,,
2,20,County Model,1,Province,89,Shandong,,
2,20,County Model,4,County,89,Zhangqiu,,
2,20,County Model,2,Inventory '000 t,89,6045.0,,
2,20,County Model,3,"Geological
Endowment '000 t",89,6045.0,,
2,20,County Model,1,Province,90,Shandong,,
2,20,County Model,4,County,90,Zouwu,,
2,20,County Model,2,Inventory '000 t,90,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",90,149730.0,,
2,20,County Model,1,Province,91,Shandong,,
2,20,County Model,4,County,91,Zibo,,
2,20,County Model,2,Inventory '000 t,91,48286.0,,
2,20,County Model,3,"Geological
Endowment '000 t",91,48286.0,,
2,20,County Model,1,Province,92,Shaanxi,,
2,20,County Model,4,County,92,Chencheng,,
2,20,County Model,2,Inventory '000 t,92,341.0,,
2,20,County Model,3,"Geological
Endowment '000 t",92,484.0,,
2,20,County Model,1,Province,93,Shaanxi,,
2,20,County Model,4,County,93,Pucheng,,
2,20,County Model,2,Inventory '000 t,93,5500.0,,
2,20,County Model,3,"Geological
Endowment '000 t",93,5500.0,,
2,20,County Model,1,Province,94,Shaanxi,,
2,20,County Model,4,County,94,Fugu,,
2,20,County Model,2,Inventory '000 t,94,33646.0,,
2,20,County Model,3,"Geological
Endowment '000 t",94,33646.0,,
2,20,County Model,1,Province,95,Shaanxi,,
2,20,County Model,4,County,95,Hancheng,,
2,20,County Model,2,Inventory '000 t,95,220.0,,
2,20,County Model,3,"Geological
Endowment '000 t",95,220.0,,
2,20,County Model,1,Province,96,Shaanxi,,
2,20,County Model,4,County,96,Tongchuan,,
2,20,County Model,2,Inventory '000 t,96,943.0,,
2,20,County Model,3,"Geological
Endowment '000 t",96,943.0,,
2,20,County Model,1,Province,97,Shaanxi,,
2,20,County Model,4,County,97,Xixiang,,
2,20,County Model,2,Inventory '000 t,97,151.0,,
2,20,County Model,3,"Geological
Endowment '000 t",97,151.0,,
2,20,County Model,1,Province,98,Shaanxi,,
2,20,County Model,4,County,98,Zhenba,,
2,20,County Model,2,Inventory '000 t,98,461.0,,
2,20,County Model,3,"Geological
Endowment '000 t",98,461.0,,
2,20,County Model,1,Province,99,Shaanxi,,
2,20,County Model,4,County,99,total Shaanxi,,
2,20,County Model,2,Inventory '000 t,99,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",99,0.0,,
2,20,County Model,1,Province,100,Shanxi,,
2,20,County Model,4,County,100,Baode,,
2,20,County Model,2,Inventory '000 t,100,130827.0,,
2,20,County Model,3,"Geological
Endowment '000 t",100,271677.8,,
2,20,County Model,1,Province,101,Shanxi,,
2,20,County Model,4,County,101,Fangshan,,
2,20,County Model,2,Inventory '000 t,101,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",101,10000.0,,
2,20,County Model,1,Province,102,Shanxi,,
2,20,County Model,4,County,102,Fenxi,,
2,20,County Model,2,Inventory '000 t,102,5509.8,,
2,20,County Model,3,"Geological
Endowment '000 t",102,24298.9,,
2,20,County Model,1,Province,103,Shanxi,,
2,20,County Model,4,County,103,Fenyang,,
2,20,County Model,2,Inventory '000 t,103,8674.2,,
2,20,County Model,3,"Geological
Endowment '000 t",103,16567.4,,
2,20,County Model,1,Province,104,Shanxi,,
2,20,County Model,4,County,104,Gujiao,,
2,20,County Model,2,Inventory '000 t,104,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",104,117529.0,,
2,20,County Model,1,Province,105,Shanxi,,
2,20,County Model,4,County,105,Gu,,
2,20,County Model,2,Inventory '000 t,105,7350.0,,
2,20,County Model,3,"Geological
Endowment '000 t",105,9918.0,,
2,20,County Model,1,Province,106,Shanxi,,
