,status_id,mine_status,creation_date,updation_date,mine,mine_id,creation_date_x,updation_date_x,county_id,county,creation_date_y,updation_date_y,province_id,province,creation_date_x,updation_date_x,index,rsdatabase_id,tonnesproduced,gradeal2o3,asa,miningscale,mineautolevel,minetypeopenpit,minetypeunderground,depthopenpit,depthunderground,strippingratioopenpit,strippingratiounderground,dressingautolevel,distanceopenpit,distanceunderground,localtaxandfees,distance,dressingratio,empty,creation_date_y,updation_date_y
65,status_1,Operational,,2020-08-12 00:39:04.160,County Total,mine_36,,,county_82,Binyang,,,province_7,Shanxi,,,101,103,84.32780242,0.618686043,6.778804873,1,2,1,0,80.09178842,0,21.35781024,0,2,0,0,21,0,0,0,,
66,status_1,Operational,,2020-08-12 00:39:04.160,County Total,mine_36,,,county_83,Donglan,,,province_7,Shanxi,,,102,104,164.9891787,0.6083,6.48,1,2,1,0,80.09178842,0,26.69726281,0,2,10,0,21,0,0,0,,
67,status_1,Operational,,2020-08-12 00:39:04.160,County Total,mine_36,,,county_85,Heng,,,province_7,Shanxi,,,104,106,293.6646088,0.643263342,4.023525902,1,2,0.5,0.5,77.09178842,0,25.69726281,0,2,0,0,21,0,0,0,,
68,status_1,Operational,,2020-08-12 00:39:04.160,County Total,mine_36,,,county_86,Laibin,,,province_7,Shanxi,,,107,109,992.2777967,0.622,4.23,1,2,1,0,77.09178842,0,25.69726281,0,2,0,0,21,0,0,0,,
69,status_1,Operational,,2020-08-12 00:39:04.160,County Total,mine_36,,,county_87,Lingyun,,,province_7,Shanxi,,,108,110,1240.344864,0.581109133,4.554409418,1,2,1,0,80.09178842,0,26.69726281,0,2,5,0,21,0,0,0,,
70,status_1,Operational,,2020-08-12 00:39:04.160,County Total,mine_36,,,county_89,Mashan,,,province_7,Shanxi,,,110,112,932.2685994,0.6,4.8,1,2,0.5,0.5,95.09178842,145.0917884,15.8486314,1,2,0,0,21,0,0,0,,
71,status_1,Operational,,2020-08-12 00:39:04.160,County Total,mine_36,,,county_90,Ningming,,,province_7,Shanxi,,,111,113,385.0867949,0.657266838,6.047244753,1,2,1,0,85.09178842,0,21.2729471,0,2,0,0,21,0,0,0,,
72,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_11,Jiaokou,,,province_7,Shanxi,,,89,91,3955.946384,0.646437306,5.546165406,1,2,1,0,85.09178842,0,19.99657028,0,2,10,0,21,0,0,0,,
73,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_18,Pingguo,,,province_1,Guangxi,,2020-08-13 10:46:45.210,44,46,4153.759619,0.598735977,8.319559568,1,2,1,0,19.6753034,0,0,0,2,20,0,25,0,2,0,,
74,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_20,Qingzhen,,,province_8,Yunnan,,,113,115,418.0761226,0.53,7,3,2,1,0,38.21640946,0,38.21640946,0,2,15,0,28,120,0,0,,
75,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_21,Wuchuan,,,province_13,Guizhou,,,52,54,3722.479517,0.674634802,8.124162278,1,1,0.5,0.5,53.65787504,133.657875,5.365787504,2,1,5,5,30,0,0,0,,
76,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_27,Long'an,,,province_1,Guangxi,,2020-08-13 10:46:45.210,38,40,860.9077054,0.513519647,7.242822811,3,2,1,0,22.6753034,0,0,0,2,15,0,25,0,2,0,,
77,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_29,Napo,,,province_1,Guangxi,,2020-08-13 10:46:45.210,40,42,5176.327206,0.523968842,6.144343856,1,2,1,0,23.6753034,0,0,0,2,18,0,25,0,2,0,,
78,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_3,Xinmi,,,province_6,Henan,,,75,77,1587.621865,0.675543519,6.796335196,1,2,1,0,77.66867585,0,15.53373517,0,2,15,0,27.25,0,0,0,,
79,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_4,Yanshi,,,province_6,Henan,,,76,78,525.0270559,0.664825503,5.874020922,1,2,0.5,0.5,87.66867585,147.6686758,8.766867585,0.6,2,10,10,27.25,0,0,0,,
80,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_44,Jiaxian,,,province_13,Guizhou,,,59,61,892.6061026,0.634403106,6.995697144,1,1,1,0,43.65787504,0,7.640128132,0,1,5,0,30,0,0,0,,
81,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_46,Lushan,,,province_6,Henan,,,61,63,1519.362943,0.656,6.1,1,2,1,0,77.66867585,0,9.708584481,0,2,12,0,27.25,0,0,0,,
82,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_47,Qinyang,,,province_6,Henan,,,62,64,3812.592238,0.648399783,4.750568373,1,2,1,0,97.66867585,0,9.766867585,0,2,12,0,27.25,0,0,0,,
83,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_57,Fangshan,,,province_6,Henan,,,72,74,2790.953152,0.658606027,7.310645463,1,2,1,0,77.66867585,0,15.53373517,0,2,15,0,27.25,0,0,0,,
84,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_58,Fenxi County,,,province_6,Henan,,,73,75,2948.187549,0.63724778,5.080999353,1,2,1,0,77.66867585,0,17.47545207,0,2,15,0,27.25,0,0,0,,
85,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_6,Mianchi,,,province_6,Henan,,,67,69,6184.73251,0.671974704,7.11442601,1,2,1,0,77.66867585,0,15.53373517,0,2,15,0,27.25,0,0,0,,
86,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_68,Liulin,,,province_7,Shanxi,,,85,87,451.2612295,0.6,4.8,1,2,1,0,105.0917884,0,12.34828514,0,2,5,0,21,0,0,0,,
87,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_8,Xing,,,province_7,Shanxi,,,106,108,1830.818012,0.631827203,8.284987247,1,2,0,1,0,265.0917884,0,2,2,0,20,21,0,0,0,,
88,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_84,Guigang,,,province_7,Shanxi,,,103,105,1250.656325,0.614905332,4.66057162,1,2,1,0,80.09178842,0,16.01835768,0,2,5,0,21,0,0,0,,
89,status_1,Operational,,2020-08-12 00:39:04.160,Other,mine_37,,,county_9,Xiaoyi,,,province_7,Shanxi,,,105,107,9990.126266,0.649488736,5.34492074,2,2,1,0,95.09178842,0,13.31285038,0,2,5,0,21,0,0,0,,
90,status_1,Operational,,2020-08-12 00:39:04.160,Jiaocun Bx mine,mine_4,,,county_4,Yanshi,,,province_6,Henan,,,3,5,318.4067544,0.665,5.5,2,3,0,1,0,147.6686758,0,0.5,3,0,20,27.25,70,0,0,,
91,status_1,Operational,,2020-08-12 00:39:04.160,Zhangyaoyuan Bx mine,mine_5,,,county_5,Xin'an,,,province_6,Henan,,,4,6,454.866792,0.6879,7.3,2,3,1,0,77.66867585,0,9.708584481,0,3,20,0,27.25,150,0,0,,
92,status_1,Operational,,2020-08-12 00:39:04.160,Caoyao Bx mine,mine_6,,,county_6,Mianchi,,,province_6,Henan,,,5,7,227.433396,0.664,7.1,2,2,1,0,87.66867585,0,11.68915678,0,2,20,0,27.25,50,0,0,,
93,status_1,Operational,,2020-08-12 00:39:04.160,Leigou Bx mine,mine_7,,,county_6,Mianchi,,,province_6,Henan,,,6,8,0,0.6835,7.3,3,3,0,1,0,157.6686758,0,1.2,3,0,20,27.25,150,0,0,,
94,status_1,Operational,,2020-08-12 00:39:04.160,Zhijian Bx mine,mine_8,,,county_7,Shaan,,,province_6,Henan,,,7,9,227.433396,0.6884,10,3,2,0,1,0,200,0,1.4,3,0,20,27.25,20,0,0,,
95,status_1,Operational,,2020-08-12 00:39:04.160,Weijiatan Bx mine,mine_9,,,county_8,Xing,,,province_7,Shanxi,,,8,10,360.6108422,0.5113,6.19,2,3,1,0,70.09178842,0,28.03671537,0,3,10,0,21,20,0,0,,
96,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,Ducun Bx mine,mine_11,,,county_9,Xiaoyi,,,province_7,Shanxi,,,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,,40:23.0
97,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,Wachangping Bx mine,mine_31,,,county_22,Zunyi,,,province_13,Guizhou,,,30,32,0,0.6,6,1,2,0,1,0,123.657875,0,2.8,2,0,0,30,0,0,0,,
98,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,Dazhuyuan Bx mine,mine_32,,,county_22,Zunyi,,,province_13,Guizhou,,,31,33,0,0.664,6.51,3,3,0,1,0,133.657875,0,3,3,20,20,30,45,0,0,,
99,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,Shilaogong Bx mine,mine_33,,,county_23,Nanchuan,,,province_13,Guizhou,,,32,34,197.7022051,0.67,6.53,1,3,0,1,0,73.65787504,0,1.2,2,20,20,30,30,0,0,,
100,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,County Total,mine_36,,,county_26,Fusui,,,province_1,Guangxi,,2020-08-13 10:46:45.210,37,39,76.03659338,0.477,4,1,2,1,0,0,0,0,0,2,18,0,25,0,2,0,,
101,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,County Total,mine_36,,,county_30,Tiandong,,,province_1,Guangxi,,2020-08-13 10:46:45.210,41,43,159.350975,0.468,2.97,1,2,1,0,0,0,0,0,2,18,0,25,0,2,0,,
102,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,County Total,mine_36,,,county_60,Hequ County,,,province_6,Henan,,,77,79,20.12630412,0.6,4,1,2,1,0,80.67346586,0,15.12627485,0,2,10,0,27.25,0,0,0,,
103,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,County Total,mine_36,,,county_65,Jingle county,,,province_7,Shanxi,,,82,84,719.4462019,0.6803,8.72,1,2,1,0,95.09178842,0,18.38441243,0,2,10,0,0,0,0,0,,
104,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,County Total,mine_36,,,county_78,Zhongyang,,,province_7,Shanxi,,,96,98,3270.719242,0.649888828,7.48,1,2,1,0,80.09178842,0,21.35781024,0,2,10,0,0,0,0,0,,
105,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,Other,mine_37,,,county_15,Pinglu,,,province_7,Shanxi,,,99,101,4768.553886,0.622970004,4.868164381,1,2,0.5,0.5,80.09178842,165.0917884,16.01835768,0.6,2,10,10,0,0,0,0,,
106,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,Other,mine_37,,,county_39,Xiuwen,,,province_13,Guizhou,,,54,56,0,0.6797,8.92,1,1,0,1,0,0,0,0,1,0,0,30,0,0,0,,
107,status_2,Undeveloped or Shutdown,,2020-08-11 21:34:22.083,Other,mine_37,,,county_80,Fengdu,,,province_7,Shanxi,,,98,100,98.56994405,0.584000868,5.036151015,1,2,1,0,80.09178842,0,26.69726281,0,2,5,0,0,0,0,0,,
