Date,Year,Quarter,Henan,Shanxi,Guizhou,Guangxi,Chongqing,IM,Other
1999-02-01 00:00:00.000,1999,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-03-01 00:00:00.000,1999,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-04-01 00:00:00.000,1999,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-05-01 00:00:00.000,1999,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-06-01 00:00:00.000,1999,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-07-01 00:00:00.000,1999,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-08-01 00:00:00.000,1999,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-09-01 00:00:00.000,1999,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-10-01 00:00:00.000,1999,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-11-01 00:00:00.000,1999,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-12-01 00:00:00.000,1999,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-01-01 00:00:00.000,2000,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-02-01 00:00:00.000,2000,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-03-01 00:00:00.000,2000,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-04-01 00:00:00.000,2000,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-05-01 00:00:00.000,2000,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-06-01 00:00:00.000,2000,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-07-01 00:00:00.000,2000,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-08-01 00:00:00.000,2000,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-09-01 00:00:00.000,2000,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-10-01 00:00:00.000,2000,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-11-01 00:00:00.000,2000,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-12-01 00:00:00.000,2000,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-01-01 00:00:00.000,2001,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-02-01 00:00:00.000,2001,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-03-01 00:00:00.000,2001,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-04-01 00:00:00.000,2001,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-05-01 00:00:00.000,2001,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-06-01 00:00:00.000,2001,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-07-01 00:00:00.000,2001,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-08-01 00:00:00.000,2001,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-09-01 00:00:00.000,2001,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-10-01 00:00:00.000,2001,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-11-01 00:00:00.000,2001,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-12-01 00:00:00.000,2001,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-01-01 00:00:00.000,2002,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-02-01 00:00:00.000,2002,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-03-01 00:00:00.000,2002,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-04-01 00:00:00.000,2002,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-05-01 00:00:00.000,2002,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-06-01 00:00:00.000,2002,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-07-01 00:00:00.000,2002,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-08-01 00:00:00.000,2002,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-09-01 00:00:00.000,2002,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-10-01 00:00:00.000,2002,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-11-01 00:00:00.000,2002,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2002-12-01 00:00:00.000,2002,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-01-01 00:00:00.000,2003,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-02-01 00:00:00.000,2003,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-03-01 00:00:00.000,2003,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-04-01 00:00:00.000,2003,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-05-01 00:00:00.000,2003,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-06-01 00:00:00.000,2003,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-07-01 00:00:00.000,2003,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-08-01 00:00:00.000,2003,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-09-01 00:00:00.000,2003,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-10-01 00:00:00.000,2003,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-11-01 00:00:00.000,2003,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2003-12-01 00:00:00.000,2003,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-01-01 00:00:00.000,2004,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-02-01 00:00:00.000,2004,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-03-01 00:00:00.000,2004,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-04-01 00:00:00.000,2004,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-05-01 00:00:00.000,2004,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-06-01 00:00:00.000,2004,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-07-01 00:00:00.000,2004,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-08-01 00:00:00.000,2004,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-09-01 00:00:00.000,2004,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-10-01 00:00:00.000,2004,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-11-01 00:00:00.000,2004,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2004-12-01 00:00:00.000,2004,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-01-01 00:00:00.000,2005,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-02-01 00:00:00.000,2005,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-03-01 00:00:00.000,2005,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-04-01 00:00:00.000,2005,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-05-01 00:00:00.000,2005,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-06-01 00:00:00.000,2005,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-07-01 00:00:00.000,2005,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-08-01 00:00:00.000,2005,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-09-01 00:00:00.000,2005,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-10-01 00:00:00.000,2005,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-11-01 00:00:00.000,2005,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2005-12-01 00:00:00.000,2005,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-01-01 00:00:00.000,2006,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-02-01 00:00:00.000,2006,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-03-01 00:00:00.000,2006,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-04-01 00:00:00.000,2006,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-05-01 00:00:00.000,2006,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-06-01 00:00:00.000,2006,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-07-01 00:00:00.000,2006,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-08-01 00:00:00.000,2006,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-09-01 00:00:00.000,2006,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-10-01 00:00:00.000,2006,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-11-01 00:00:00.000,2006,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2006-12-01 00:00:00.000,2006,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-01-01 00:00:00.000,2007,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-02-01 00:00:00.000,2007,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-03-01 00:00:00.000,2007,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-04-01 00:00:00.000,2007,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-05-01 00:00:00.000,2007,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-06-01 00:00:00.000,2007,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-07-01 00:00:00.000,2007,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-08-01 00:00:00.000,2007,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-09-01 00:00:00.000,2007,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-10-01 00:00:00.000,2007,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-11-01 00:00:00.000,2007,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2007-12-01 00:00:00.000,2007,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-01-01 00:00:00.000,2008,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-02-01 00:00:00.000,2008,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-03-01 00:00:00.000,2008,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-04-01 00:00:00.000,2008,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-05-01 00:00:00.000,2008,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-06-01 00:00:00.000,2008,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-07-01 00:00:00.000,2008,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-08-01 00:00:00.000,2008,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-09-01 00:00:00.000,2008,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-10-01 00:00:00.000,2008,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-11-01 00:00:00.000,2008,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2008-12-01 00:00:00.000,2008,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-01-01 00:00:00.000,2009,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-02-01 00:00:00.000,2009,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-03-01 00:00:00.000,2009,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-04-01 00:00:00.000,2009,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-05-01 00:00:00.000,2009,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-06-01 00:00:00.000,2009,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-07-01 00:00:00.000,2009,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-08-01 00:00:00.000,2009,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-09-01 00:00:00.000,2009,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-10-01 00:00:00.000,2009,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-11-01 00:00:00.000,2009,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2009-12-01 00:00:00.000,2009,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-01-01 00:00:00.000,2010,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-02-01 00:00:00.000,2010,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-03-01 00:00:00.000,2010,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-04-01 00:00:00.000,2010,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-05-01 00:00:00.000,2010,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-06-01 00:00:00.000,2010,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-07-01 00:00:00.000,2010,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-08-01 00:00:00.000,2010,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-09-01 00:00:00.000,2010,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-10-01 00:00:00.000,2010,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-11-01 00:00:00.000,2010,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-12-01 00:00:00.000,2010,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-01-01 00:00:00.000,2011,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-02-01 00:00:00.000,2011,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-03-01 00:00:00.000,2011,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-04-01 00:00:00.000,2011,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-05-01 00:00:00.000,2011,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-06-01 00:00:00.000,2011,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-07-01 00:00:00.000,2011,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-08-01 00:00:00.000,2011,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-09-01 00:00:00.000,2011,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-10-01 00:00:00.000,2011,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-11-01 00:00:00.000,2011,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-12-01 00:00:00.000,2011,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-01-01 00:00:00.000,2012,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-02-01 00:00:00.000,2012,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-03-01 00:00:00.000,2012,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-04-01 00:00:00.000,2012,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-05-01 00:00:00.000,2012,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-06-01 00:00:00.000,2012,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-07-01 00:00:00.000,2012,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-08-01 00:00:00.000,2012,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-09-01 00:00:00.000,2012,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-10-01 00:00:00.000,2012,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-11-01 00:00:00.000,2012,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2012-12-01 00:00:00.000,2012,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-01-01 00:00:00.000,2013,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-02-01 00:00:00.000,2013,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-03-01 00:00:00.000,2013,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-04-01 00:00:00.000,2013,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-05-01 00:00:00.000,2013,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-06-01 00:00:00.000,2013,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-07-01 00:00:00.000,2013,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-08-01 00:00:00.000,2013,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-09-01 00:00:00.000,2013,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-10-01 00:00:00.000,2013,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-11-01 00:00:00.000,2013,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2013-12-01 00:00:00.000,2013,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-01-01 00:00:00.000,2014,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-02-01 00:00:00.000,2014,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-03-01 00:00:00.000,2014,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-04-01 00:00:00.000,2014,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-05-01 00:00:00.000,2014,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-06-01 00:00:00.000,2014,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-07-01 00:00:00.000,2014,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-08-01 00:00:00.000,2014,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-09-01 00:00:00.000,2014,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-10-01 00:00:00.000,2014,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-11-01 00:00:00.000,2014,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-12-01 00:00:00.000,2014,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-01-01 00:00:00.000,2015,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-02-01 00:00:00.000,2015,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-03-01 00:00:00.000,2015,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-04-01 00:00:00.000,2015,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-05-01 00:00:00.000,2015,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-06-01 00:00:00.000,2015,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-07-01 00:00:00.000,2015,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-08-01 00:00:00.000,2015,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-09-01 00:00:00.000,2015,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-10-01 00:00:00.000,2015,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-11-01 00:00:00.000,2015,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2015-12-01 00:00:00.000,2015,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-01-01 00:00:00.000,2016,Q1,0.45,0.0,0.0,0.0,0.013,0.042,0
2016-02-01 00:00:00.000,2016,Q1,0.044,0.0,0.0,0.0,0.013,0.042,0
2016-03-01 00:00:00.000,2016,Q1,0.044,0.0,0.0,0.0,0.0,0.042,0
2016-04-01 00:00:00.000,2016,Q2,0.044,0.0,0.0,0.0,0.0,0.008,0
2016-05-01 00:00:00.000,2016,Q2,0.044,0.0,0.0,0.0,0.0,0.025,0
2016-06-01 00:00:00.000,2016,Q2,0.044,0.0,0.0,0.0,0.0,0.029,0
2016-07-01 00:00:00.000,2016,Q3,0.043,0.0,0.0,0.0,0.0,0.021,0
2016-08-01 00:00:00.000,2016,Q3,0.043,0.0,0.0,0.0,0.0,0.027000000000000003,0
2016-09-01 00:00:00.000,2016,Q3,0.043,0.0,0.0,0.0,0.0,0.03,0
2016-10-01 00:00:00.000,2016,Q4,0.033,0.0,0.0,0.0,0.0,0.033,0
2016-11-01 00:00:00.000,2016,Q4,0.033,0.0,0.0,0.0,0.0,0.025,0
2016-12-01 00:00:00.000,2016,Q4,0.033,0.0,0.0,0.0,0.0,0.029,0
2017-01-01 00:00:00.000,2017,Q1,0.033,0.0,0.0,0.0,0.0,0.033,0
2017-02-01 00:00:00.000,2017,Q1,0.033,0.0,0.0,0.0,0.008,0.033,0
2017-03-01 00:00:00.000,2017,Q1,0.033,0.0,0.0,0.0,0.008,0.042,0
2017-04-01 00:00:00.000,2017,Q2,0.033,0.0,0.0,0.0,0.008,0.045,0
2017-05-01 00:00:00.000,2017,Q2,0.033,0.0,0.0,0.0,0.008,0.04,0
2017-06-01 00:00:00.000,2017,Q2,0.033,0.0,0.0,0.0,0.008,0.042,0
2017-07-01 00:00:00.000,2017,Q3,0.033,0.0,0.0,0.0,0.008,0.03,0
2017-08-01 00:00:00.000,2017,Q3,0.033,0.0,0.0,0.0,0.008,0.03,0
2017-09-01 00:00:00.000,2017,Q3,0.003,0.0,0.0,0.0,0.008,0.03,0
2017-10-01 00:00:00.000,2017,Q4,0.033,0.0,0.0,0.0,0.008,0.03,0
2017-11-01 00:00:00.000,2017,Q4,0.033,0.0,0.0,0.0,0.008,0.03,0
2017-12-01 00:00:00.000,2017,Q4,0.033,0.0,0.0,0.0,0.008,0.03,0
2018-01-01 00:00:00.000,2018,Q1,0.033,0.0,0.0,0.0,0.013,0.037,0
2018-02-01 00:00:00.000,2018,Q1,0.033,0.0,0.0,0.0,0.012,0.034,0
2018-03-01 00:00:00.000,2018,Q1,0.033,0.0,0.0,0.0,0.013,0.038,0
2018-04-01 00:00:00.000,2018,Q2,0.0,0.0,0.0,0.0,0.025,0.041,0
2018-05-01 00:00:00.000,2018,Q2,0.0,0.0,0.0,0.0,0.017,0.042,0
2018-06-01 00:00:00.000,2018,Q2,0.0,0.0,0.0,0.0,0.016,0.041,0
2018-07-01 00:00:00.000,2018,Q3,0.011,0.0,0.0,0.0,0.017,0.042,0
2018-08-01 00:00:00.000,2018,Q3,0.011,0.0,0.0,0.0,0.017,0.042,0
2018-09-01 00:00:00.000,2018,Q3,0.027000000000000003,0.0,0.0,0.0,0.016,0.041,0
2018-10-01 00:00:00.000,2018,Q4,0.038,0.0,0.0,0.0,0.017,0.042,0
2018-11-01 00:00:00.000,2018,Q4,0.038,0.0,0.0,0.0,0.016,0.041,0
2018-12-01 00:00:00.000,2018,Q4,0.051,0.0,0.0,0.0,0.017,0.038,0
2019-01-01 00:00:00.000,2019,Q1,0.05,0.05,0.0,0.008,0.017,0.049,0
