Date,Year,Quarter,"by Company, Mt Bx",Chalco-Shandong,Chalco-Zhengzhou,Chalco-Zhongzhou,Chiping Xinfa,Nanshan,Weiqiao,Lubei,Jinjiang,Xinwang,Yunnan Aluminium,SPIC,Other
1998-09-01 00:00:00.000,1998,Q3,,,,,,,,,,,,,
1998-10-01 00:00:00.000,1998,Q4,,,,,,,,,,,,,
1998-11-01 00:00:00.000,1998,Q4,,,,,,,,,,,,,
1998-12-01 00:00:00.000,1998,Q4,,,,,,,,,,,,,
1999-01-01 00:00:00.000,1999,Q1,,,,,,,,,,,,,
1999-02-01 00:00:00.000,1999,Q1,,,,,,,,,,,,,
1999-03-01 00:00:00.000,1999,Q1,,,,,,,,,,,,,
1999-04-01 00:00:00.000,1999,Q2,,,,,,,,,,,,,
1999-05-01 00:00:00.000,1999,Q2,,,,,,,,,,,,,
1999-06-01 00:00:00.000,1999,Q2,,,,,,,,,,,,,
1999-07-01 00:00:00.000,1999,Q3,,,,,,,,,,,,,
1999-08-01 00:00:00.000,1999,Q3,,,,,,,,,,,,,
1999-09-01 00:00:00.000,1999,Q3,,,,,,,,,,,,,
1999-10-01 00:00:00.000,1999,Q4,,,,,,,,,,,,,
1999-11-01 00:00:00.000,1999,Q4,,,,,,,,,,,,,
1999-12-01 00:00:00.000,1999,Q4,,,,,,,,,,,,,
2000-01-01 00:00:00.000,2000,Q1,,,,,,,,,,,,,
2000-02-01 00:00:00.000,2000,Q1,,,,,,,,,,,,,
2000-03-01 00:00:00.000,2000,Q1,,,,,,,,,,,,,
2000-04-01 00:00:00.000,2000,Q2,,,,,,,,,,,,,
2000-05-01 00:00:00.000,2000,Q2,,,,,,,,,,,,,
2000-06-01 00:00:00.000,2000,Q2,,,,,,,,,,,,,
2000-07-01 00:00:00.000,2000,Q3,,,,,,,,,,,,,
2000-08-01 00:00:00.000,2000,Q3,,,,,,,,,,,,,
2000-09-01 00:00:00.000,2000,Q3,,,,,,,,,,,,,
2000-10-01 00:00:00.000,2000,Q4,,,,,,,,,,,,,
2000-11-01 00:00:00.000,2000,Q4,,,,,,,,,,,,,
2000-12-01 00:00:00.000,2000,Q4,,,,,,,,,,,,,
2001-01-01 00:00:00.000,2001,Q1,,,,,,,,,,,,,
2001-02-01 00:00:00.000,2001,Q1,,,,,,,,,,,,,
2001-03-01 00:00:00.000,2001,Q1,,,,,,,,,,,,,
2001-04-01 00:00:00.000,2001,Q2,,,,,,,,,,,,,
2001-05-01 00:00:00.000,2001,Q2,,,,,,,,,,,,,
2001-06-01 00:00:00.000,2001,Q2,,,,,,,,,,,,,
2001-07-01 00:00:00.000,2001,Q3,,,,,,,,,,,,,
2001-08-01 00:00:00.000,2001,Q3,,,,,,,,,,,,,
2001-09-01 00:00:00.000,2001,Q3,,,,,,,,,,,,,
2001-10-01 00:00:00.000,2001,Q4,,,,,,,,,,,,,
2001-11-01 00:00:00.000,2001,Q4,,,,,,,,,,,,,
2001-12-01 00:00:00.000,2001,Q4,,,,,,,,,,,,,
2002-01-01 00:00:00.000,2002,Q1,,,,,,,,,,,,,
2002-02-01 00:00:00.000,2002,Q1,,,,,,,,,,,,,
2002-03-01 00:00:00.000,2002,Q1,,,,,,,,,,,,,
2002-04-01 00:00:00.000,2002,Q2,,,,,,,,,,,,,
2002-05-01 00:00:00.000,2002,Q2,,,,,,,,,,,,,
2002-06-01 00:00:00.000,2002,Q2,,,,,,,,,,,,,
2002-07-01 00:00:00.000,2002,Q3,,,,,,,,,,,,,
2002-08-01 00:00:00.000,2002,Q3,,,,,,,,,,,,,
2002-09-01 00:00:00.000,2002,Q3,,,,,,,,,,,,,
2002-10-01 00:00:00.000,2002,Q4,,,,,,,,,,,,,
2002-11-01 00:00:00.000,2002,Q4,,,,,,,,,,,,,
2002-12-01 00:00:00.000,2002,Q4,,,,,,,,,,,,,
2003-01-01 00:00:00.000,2003,Q1,,,,,,,,,,,,,
2003-02-01 00:00:00.000,2003,Q1,,,,,,,,,,,,,
2003-03-01 00:00:00.000,2003,Q1,,,,,,,,,,,,,
2003-04-01 00:00:00.000,2003,Q2,,,,,,,,,,,,,
2003-05-01 00:00:00.000,2003,Q2,,,,,,,,,,,,,
2003-06-01 00:00:00.000,2003,Q2,,,,,,,,,,,,,
2003-07-01 00:00:00.000,2003,Q3,,,,,,,,,,,,,
2003-08-01 00:00:00.000,2003,Q3,,,,,,,,,,,,,
2003-09-01 00:00:00.000,2003,Q3,,,,,,,,,,,,,
2003-10-01 00:00:00.000,2003,Q4,,,,,,,,,,,,,
2003-11-01 00:00:00.000,2003,Q4,,,,,,,,,,,,,
2003-12-01 00:00:00.000,2003,Q4,,,,,,,,,,,,,
2004-01-01 00:00:00.000,2004,Q1,,,,,,,,,,,,,
2004-02-01 00:00:00.000,2004,Q1,,,,,,,,,,,,,
2004-03-01 00:00:00.000,2004,Q1,,,,,,,,,,,,,
2004-04-01 00:00:00.000,2004,Q2,,,,,,,,,,,,,
2004-05-01 00:00:00.000,2004,Q2,,,,,,,,,,,,,
2004-06-01 00:00:00.000,2004,Q2,,,,,,,,,,,,,
2004-07-01 00:00:00.000,2004,Q3,,,,,,,,,,,,,
2004-08-01 00:00:00.000,2004,Q3,,,,,,,,,,,,,
2004-09-01 00:00:00.000,2004,Q3,,,,,,,,,,,,,
2004-10-01 00:00:00.000,2004,Q4,,,,,,,,,,,,,
2004-11-01 00:00:00.000,2004,Q4,,,,,,,,,,,,,
2004-12-01 00:00:00.000,2004,Q4,,,,,,,,,,,,,
2005-01-01 00:00:00.000,2005,Q1,Customs,0.070261092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2005-02-01 00:00:00.000,2005,Q1,Customs,0.10088767,0.0,0.0,0.03517636,0.0,0.0,0.0,0.0,,,,0.0
2005-03-01 00:00:00.000,2005,Q1,Customs,0.07006747,0.0,0.0,0.0614301,0.0,0.0,0.0,0.0,,,,0.0
2005-04-01 00:00:00.000,2005,Q2,Customs,0.072751155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2005-05-01 00:00:00.000,2005,Q2,Customs,0.10536252,0.0,0.0,0.0303579,0.0,0.0,0.0,0.0,,,,0.0
2005-06-01 00:00:00.000,2005,Q2,Customs,0.052004199999999993,0.0,0.0,0.080728746,0.0,0.0,0.0,0.0,,,,0.0
2005-07-01 00:00:00.000,2005,Q3,Customs,0.070881259,0.0,0.0,0.10861534,0.0,0.0,0.0,0.0,,,,0.0
2005-08-01 00:00:00.000,2005,Q3,Customs,0.028124,0.0,0.0,0.06389456,0.0,0.0,0.0,0.0,,,,0.0
2005-09-01 00:00:00.000,2005,Q3,Customs,0.10407393,0.0,0.0,0.2440331,0.0,0.0,0.0,0.0,,,,0.0
2005-10-01 00:00:00.000,2005,Q4,Customs,0.10554956900000001,0.0,0.0,0.15274701,0.0,0.0,0.0,0.0,,,,0.0
2005-11-01 00:00:00.000,2005,Q4,Customs,0.100630965,0.0,0.0,0.18201376,0.0,0.0,0.0,0.0,,,,0.0
2005-12-01 00:00:00.000,2005,Q4,Customs,0.077445542,0.0,0.0,0.20103402,0.0,0.037911,0.0,0.0,,,,0.0
2006-01-01 00:00:00.000,2006,Q1,Customs,0.049392423,0.0,0.0,0.24125818,0.0,0.0,0.0,0.0,,,,0.0
2006-02-01 00:00:00.000,2006,Q1,Customs,0.155554577,0.0,0.0,0.173182935,0.0,0.06424004,0.0,0.0,,,,0.0
2006-03-01 00:00:00.000,2006,Q1,Customs,0.09400816,0.0,0.0,0.30072361,0.0,0.03509893,0.0,0.0,,,,0.0
2006-04-01 00:00:00.000,2006,Q2,Customs,0.260052016,0.0,0.0,0.379634354,0.0,0.11061035,0.0,0.0,,,,0.0
2006-05-01 00:00:00.000,2006,Q2,Customs,0.219827488,0.0,0.0,0.374904724,0.0,0.166045391,0.0,0.0,,,,0.0
2006-06-01 00:00:00.000,2006,Q2,Customs,0.26242292,0.0,0.0,0.42465706,0.0,0.09911467,0.0,0.0,,,,0.0
2006-07-01 00:00:00.000,2006,Q3,Customs,0.08550819599999998,0.0,0.0,0.436535368,0.03981524,0.36412289299999995,0.03206794,0.0,,,,0.038010011
2006-08-01 00:00:00.000,2006,Q3,Customs,0.036668369,0.0,0.0,0.535779145,0.13026278,0.392757658,0.0,0.0,,,,0.023279
2006-09-01 00:00:00.000,2006,Q3,Customs,0.11316483,0.0,0.0,0.50267842,0.05517626,0.402593888,0.0,0.0,,,,5.2e-05
2006-10-01 00:00:00.000,2006,Q4,Customs,0.0,0.0,0.0,0.53839374,0.042858984,0.398197103,0.0,0.0,,,,0.0
2006-11-01 00:00:00.000,2006,Q4,Customs,0.06494737,0.0,0.0,0.32909912,0.042649347,0.173707838,0.067015579,0.0,,,,0.0
2006-12-01 00:00:00.000,2006,Q4,Customs,0.188570355,0.0,0.0,0.445892237,0.0,0.312106423,0.03475137,0.0,,,,0.0
2007-01-01 00:00:00.000,2007,Q1,Customs,0.32794362,0.0,0.0,0.4669166,0.058648505,0.754203766,0.0,0.0,,,,0.0
2007-02-01 00:00:00.000,2007,Q1,Customs,0.250268141,0.0,0.0,0.366730258,0.04280243,0.39588504,0.0,0.0,,,,0.0
2007-03-01 00:00:00.000,2007,Q1,Customs,0.171626674,0.0,0.066825677,0.653562431,0.04011122,0.741384675,0.0,0.05182961,,,,0.04560879
2007-04-01 00:00:00.000,2007,Q2,Customs,0.053889211,0.0,0.271375657,0.612316354,0.03301776,1.001266916,0.038786754,0.0,,,,0.0
2007-05-01 00:00:00.000,2007,Q2,Customs,0.243750374,0.0,0.061218864,0.642320871,0.164181112,0.521707628,0.06854781,0.0,,,,0.044066435
2007-06-01 00:00:00.000,2007,Q2,Customs,0.336693719,0.0,0.043731838,0.7326564740000001,0.09040683,0.493034649,0.163674472,0.0,,,,0.0
2007-07-01 00:00:00.000,2007,Q3,Customs,0.219818572,0.0,0.0,0.7785125,0.347320185,0.94759674,0.13842639,0.0,,,,0.0
2007-08-01 00:00:00.000,2007,Q3,Customs,0.440329245,9.966e-05,0.09994559,0.86495392,0.268154715,1.077919248,0.167741431,0.0,,,,0.09714618000000001
2007-09-01 00:00:00.000,2007,Q3,Customs,0.156907827,0.0,0.064125,1.027744929,0.24894075,0.8013463859999999,0.0408371,0.0,,,,0.0
2007-10-01 00:00:00.000,2007,Q4,Customs,0.208547611,0.0,0.0,0.608245612,0.03869375,0.625714778,0.14550865,0.0,,,,0.023022066
2007-11-01 00:00:00.000,2007,Q4,Customs,0.0,0.0,0.0,0.518169944,0.10387964,1.076913511,0.0,0.0,,,,0.0
2007-12-01 00:00:00.000,2007,Q4,Customs,0.36289993,0.0,0.068515167,0.667844085,0.152201501,0.625515723,0.11323742,0.0,,,,0.0
2008-01-01 00:00:00.000,2008,Q1,Customs,0.18429602,0.0,0.0,0.76975645,0.373053564,0.562844292,0.15425295,0.0,,,,0.0
2008-02-01 00:00:00.000,2008,Q1,Customs,0.063404862,0.0,0.05624955,0.405587548,0.324080707,0.932934442,0.0252,0.0,,,,0.092299415
2008-03-01 00:00:00.000,2008,Q1,Customs,0.19450986,0.0,0.0,0.859221498,0.342937078,1.232930572,0.163850156,0.0,,,,0.0
2008-04-01 00:00:00.000,2008,Q2,Customs,0.228793136,0.0,0.033069,0.843879267,0.216511888,0.624732517,0.053117383,0.0,,,,0.020314704
2008-05-01 00:00:00.000,2008,Q2,Customs,0.34509327,0.0,0.0,0.376965802,0.278090691,0.883684111,0.14761726,0.0,,,,0.163249502
2008-06-01 00:00:00.000,2008,Q2,Customs,0.466117341,0.0,0.063995355,0.694138808,0.16246231,0.806643019,0.11475685,0.0,,,,0.17476396100000002
2008-07-01 00:00:00.000,2008,Q3,Customs,0.302318254,0.0,0.081494802,0.64949333,0.195579743,1.162125837,0.04913329,0.09219681699999999,,,,0.131193437
2008-08-01 00:00:00.000,2008,Q3,Customs,0.675857584,0.0,0.0,0.49562854,0.19151912,1.01434741,0.11445044,0.045765,,,,0.067540137
2008-09-01 00:00:00.000,2008,Q3,Customs,0.367088753,1.15e-07,0.05624984,0.714633527,0.175518067,1.117491981,0.11404841,0.04504499,,,,0.18033907
2008-10-01 00:00:00.000,2008,Q4,Customs,0.180536758,0.0,0.0,0.47975397,0.18716969600000002,0.692225591,0.0,0.02478498,,,,0.138749993
2008-11-01 00:00:00.000,2008,Q4,Customs,0.111721436,0.0,0.0,0.38894046,0.26900617,0.543077702,0.0,0.0,,,,0.083944195
2008-12-01 00:00:00.000,2008,Q4,Customs,0.0,0.0,0.0,0.43720769,0.231145389,0.469236641,0.0,0.0,,,,0.177065267
2009-01-01 00:00:00.000,2009,Q1,Customs,0.0,0.0,0.0,0.29762329,0.02828854,0.600841514,0.0,0.0,,,,0.152766
2009-02-01 00:00:00.000,2009,Q1,Customs,0.0,0.0,0.0,0.33977432,0.0,0.307124006,0.0,0.0,,,,0.412572068
2009-03-01 00:00:00.000,2009,Q1,Customs,0.16503202,0.0,0.0,0.29833125,0.158830957,0.12500635,0.0,0.0,,,,0.182388277
2009-04-01 00:00:00.000,2009,Q2,Customs,0.174945371,0.0,0.0,0.3803788,0.110196834,0.08705367,0.0,0.0,,,,0.258141954
2009-05-01 00:00:00.000,2009,Q2,Customs,0.18260412899999998,0.0,0.12268649,0.44644699,0.129630752,0.554268934,0.0,0.0,,,,0.11076991
2009-06-01 00:00:00.000,2009,Q2,Customs,0.320798865,0.0,0.0,0.25108674,0.176901177,0.628887463,0.0,0.0,,,,0.15645788
2009-07-01 00:00:00.000,2009,Q3,Customs,0.309113331,0.0,0.0,0.39792268,0.11063835,0.984094526,0.0,0.0,,,,0.13714593
2009-08-01 00:00:00.000,2009,Q3,Customs,0.48644756,0.0,0.056396804,0.39985208,0.158665962,0.40766461,0.0,0.0,,,,0.09358074
2009-09-01 00:00:00.000,2009,Q3,Customs,0.522094965,0.0,0.100714648,0.7768510549999998,0.04235497,1.085653786,0.0,0.0,,,,0.16159299
2009-10-01 00:00:00.000,2009,Q4,Customs,0.245125184,0.0,0.0,0.65546039,0.0,0.518184233,0.0,0.0,,,,0.05771298
2009-11-01 00:00:00.000,2009,Q4,Customs,0.32609579,0.0,0.09926841,0.69607312,0.29428519,0.78797039,0.0,0.0,,,,0.1073104
2010-01-01 00:00:00.000,2010,Q1,Customs,0.408943155,0.0,0.0,0.51900543,0.23943576100000002,0.50910793,0.02292054,0.0,,,,0.09208262
2010-02-01 00:00:00.000,2010,Q1,Customs,0.17916355,0.0,0.11554299,0.51584611,0.05832,0.8871752,0.075320102,0.0,,,,0.10663011
2010-03-01 00:00:00.000,2010,Q1,Customs,0.45220019,0.0,0.12048882,0.77039481,0.322096968,0.770953286,0.0,0.0,,,,0.13713647
2009-12-01 00:00:00.000,2009,Q4,Customs,0.37722062,0.0,0.207940672,0.805720533,0.13529391,0.8887131769999999,0.02308635,5e-07,,,,0.17556391
2010-04-01 00:00:00.000,2010,Q2,Customs,0.36444399,0.0,0.10515023,0.628505949,0.37122241799999994,0.77747091,0.0231242,0.0,,,,0.18573488
2010-05-01 00:00:00.000,2010,Q2,Customs,0.11059649999999999,0.0,0.12717732,0.89400378,0.184129861,0.9949230280000002,0.0491255,0.0,,,,0.09230226
2010-06-01 00:00:00.000,2010,Q2,Customs,0.59054689,0.0,0.0,0.7888783499999998,0.362876205,1.06258613,0.023473,0.0,,,,0.12327436
2010-07-01 00:00:00.000,2010,Q3,Customs,0.42629934,0.0,0.47394321,0.7662225499999998,0.524173639,0.7332548709999998,0.0,0.0,,,,0.09059462
2010-08-01 00:00:00.000,2010,Q3,Customs,0.48442614,0.0,0.26346434,0.59190422,0.293802569,0.7697814979999998,0.08039873,0.0,,,,0.03054735
2010-09-01 00:00:00.000,2010,Q3,Customs,0.67406682,0.0,0.52656346,0.68745252,0.357867093,0.784049681,0.11254193,0.0,,,,0.0
2010-10-01 00:00:00.000,2010,Q4,Customs,0.3794634,0.0,0.0,0.41972574,0.087046695,0.66368881,0.13372138,0.0,,,,0.09824451
2010-11-01 00:00:00.000,2010,Q4,Customs,0.47807591,0.0,0.0,0.635604404,0.250577452,0.95973074,0.06695,0.0,,,,0.22562254
2010-12-01 00:00:00.000,2010,Q4,Customs,0.597165889,0.0,0.056272272,0.539782186,0.195998754,1.518278567,0.033226,0.0,,,,0.18617103
2011-01-01 00:00:00.000,2011,Q1,Customs,0.74441522,0.037552896,0.049248,0.72285318,0.064125,1.027294942,0.0964325,0.0,,,,0.22847423
2011-02-01 00:00:00.000,2011,Q1,Customs,0.44897997,0.10635247199999999,0.0,0.7581466509999999,0.11966525,0.61866477,0.11036128,0.0,,,,0.061611
2011-03-01 00:00:00.000,2011,Q1,Customs,0.60557152,0.11363326,0.06199497,0.77608635,0.240856635,1.60529397,0.099244156,0.0,,,,0.07359161
2011-04-01 00:00:00.000,2011,Q2,Customs,0.71969793,0.126639,0.0,1.08690863,0.215975606,1.643157632,0.194719,0.0,,,,0.151035946
2011-05-01 00:00:00.000,2011,Q2,Customs,0.748641267,0.089907118,0.0,1.28987357,0.427846384,1.574338913,0.27099444,0.0,,,,0.10021887
2011-06-01 00:00:00.000,2011,Q2,Customs,0.33694711,0.0,0.0,0.87361675,0.319362479,1.538221403,0.19594321,0.0,,,,0.22698618
2011-07-01 00:00:00.000,2011,Q3,Customs,0.717769333,0.105975687,0.0,0.77975808,0.324133666,1.4738845319999998,0.191803337,0.0,,,,0.14971698
2011-08-01 00:00:00.000,2011,Q3,Customs,0.8638512889999997,0.13374,0.0,0.8669393399999998,0.342060376,1.4210502530000002,0.11620685300000001,0.0,,,,0.10758372
2011-09-01 00:00:00.000,2011,Q3,Customs,0.717951504,0.1413,0.0,1.34279199,0.351790023,1.516802249,0.33983341,0.0,,,,0.06755737100000002
2015-02-01 00:00:00.000,2015,Q1,Customs,0.39230169,0.0855905,0.0,0.83370495,0.252101854,1.3468747980000002,0.0,0.0,0.0,,,0.11393475
2015-05-01 00:00:00.000,2015,Q2,Customs,0.53342374,0.0,0.0,0.757028928,0.445676637,1.860659778,0.07912043,0.0,0.0,,,0.15631514
2011-10-01 00:00:00.000,2011,Q4,Customs,0.631224007,0.07995299999999998,0.0,0.679445904,0.302280281,1.096953967,0.0715709,0.0,,,,0.22476537
2011-11-01 00:00:00.000,2011,Q4,Customs,1.03740323,0.048752,0.0,0.8999515999999999,0.337592032,1.558636063,0.186793434,0.0,0.11208277,,,0.41314735
2011-12-01 00:00:00.000,2011,Q4,Customs,0.513857507,0.11463771199999999,0.0486,0.89286484,0.33495264,1.835456906,0.18966822,0.0,0.404592516,,,0.244926303
2012-01-01 00:00:00.000,2012,Q1,Customs,0.41525541,0.0,0.0,0.9636686900000002,0.17796874,1.214042645,0.137444203,0.0,0.152448222,,,0.060534
2012-02-01 00:00:00.000,2012,Q1,Customs,0.61819372,0.274259825,0.049815,0.82145957,0.48759357299999995,1.909566255,0.132338126,0.0,0.212345672,,,0.160283
2012-03-01 00:00:00.000,2012,Q1,Customs,0.73084954,0.287639127,0.100395,1.25285568,0.450465749,2.001367374,0.202953316,0.0,0.171916682,,,0.069525
2012-04-01 00:00:00.000,2012,Q2,Customs,0.84829756,0.05121,0.099382086,0.903244797,0.513135633,2.383316285,0.106670565,0.0,0.168972518,,,0.21828053
2012-05-01 00:00:00.000,2012,Q2,Customs,0.96439983,0.0435879,0.0,0.94417513,0.423814796,2.986628039,0.27017805,0.0,0.402841453,,,0.2385835
2012-06-01 00:00:00.000,2012,Q2,Customs,0.0,0.0,0.0,0.43568029,0.162035184,0.14405058,0.22975278,0.0,0.052282244,,,0.0
2012-07-01 00:00:00.000,2012,Q3,Customs,0.17912,0.0,0.0,0.77852734,0.210452123,0.0,0.024095,0.0,0.15987047,,,0.03339087
2012-08-01 00:00:00.000,2012,Q3,Customs,0.492438,0.0,0.0,0.8356401799999998,0.214312799,0.294350093,0.0,0.0,0.048312972,,,0.15869291
2012-09-01 00:00:00.000,2012,Q3,Customs,0.177200012,0.147493035,0.0,0.5612988,0.341684854,0.284040115,0.049132008,0.0,0.102605172,,,0.03451751
2012-10-01 00:00:00.000,2012,Q4,Customs,0.454585034,0.072300036,0.0,0.30922389,0.560251879,0.537857502,0.152605325,0.0,0.055052345,,,0.0
2012-11-01 00:00:00.000,2012,Q4,Customs,0.291110176,0.055564,0.14963861,0.708932798,0.69668184,1.194865072,0.128242131,0.0,0.0,,,0.386920217
2012-12-01 00:00:00.000,2012,Q4,Customs,0.480748674,0.15019987,0.18841354,0.563014257,1.053397773,0.808703637,0.098927889,0.0,0.0,,,0.19603825
2013-01-01 00:00:00.000,2013,Q1,Customs,0.285521385,0.15341973,0.101701954,1.4281644619999998,0.436755072,2.259330837,0.145723051,0.0,0.0,,,0.32656378
2013-02-01 00:00:00.000,2013,Q1,Customs,0.31267648,0.0,0.0,1.252150085,0.327074996,2.107646076,0.161897485,0.0,0.0,,,0.1331029
2013-03-01 00:00:00.000,2013,Q1,Customs,0.272493051,0.050850078,0.0,0.9738629740000002,0.28910278,2.22747288,0.188957507,0.0,0.0,,,0.557865561
2013-04-01 00:00:00.000,2013,Q2,Customs,0.570372451,0.06129002099999999,0.0,1.302201858,0.297380549,3.843068984,0.228047781,0.0,0.0,,,0.433434266
2013-05-01 00:00:00.000,2013,Q2,Customs,0.654608674,0.1558152,0.05355036,1.068017729,0.535800629,3.366676586,0.182784715,0.0,0.0,,,0.12920101
2013-06-01 00:00:00.000,2013,Q2,Customs,0.575196058,0.096149703,0.0,1.076493,0.294296873,3.70625044,0.120141839,0.0,0.0,,,0.209716213
2013-07-01 00:00:00.000,2013,Q3,Customs,0.580938824,0.098214566,0.09813990600000001,0.8025650989999998,0.489395151,4.332010575,0.095456088,0.0,0.0,,,0.02715
2013-08-01 00:00:00.000,2013,Q3,Customs,0.849519637,0.087848575,0.04941,0.879371666,0.395969304,4.381518719,0.047635515,0.0,0.057230127,,,0.2321168
2013-09-01 00:00:00.000,2013,Q3,Customs,0.653917534,0.047207563,0.139559285,0.725688848,0.434410066,5.376413539,0.07127029,0.0,0.054884012,,,0.088079085
2013-10-01 00:00:00.000,2013,Q4,Customs,0.786581988,0.0484,0.046225485,1.3554791030000002,0.311407014,4.134946851,0.08882355999999998,0.0,0.076046984,,,0.12534924
2013-11-01 00:00:00.000,2013,Q4,Customs,0.968635864,0.296845861,0.14098763,1.598674314,0.462911021,1.440071349,0.156222479,0.0,0.195137122,,,0.110579
2013-12-01 00:00:00.000,2013,Q4,Customs,0.629114944,0.28465774,0.04280512,1.075740013,0.519823338,2.200121965,0.19062242,0.0,0.078374556,,,0.19517766
2014-01-01 00:00:00.000,2014,Q1,Customs,1.096406645,0.27234098,0.0,1.829918573,0.7488378209999998,2.901206297,0.36681356,0.0,0.179166745,,,0.62114853
2014-02-01 00:00:00.000,2014,Q1,Customs,0.15027508,0.16824026,0.0,0.7822034679999998,0.354113882,1.6734254919999998,0.0537767,0.0,0.0,,,0.04720788
2014-03-01 00:00:00.000,2014,Q1,Customs,0.24302820000000003,0.08629136,0.0,0.956519536,0.059597762,0.139722,0.051345,0.0,0.24355519,,,0.049198
2014-04-01 00:00:00.000,2014,Q2,Customs,0.0826859,0.0,0.0,0.912051583,0.182759328,0.13432,0.05940469,0.0,0.17827351100000002,,,0.02665
2014-05-01 00:00:00.000,2014,Q2,Customs,0.350081352,0.04153539,0.0,0.708115655,0.235050747,0.787890797,0.0,0.0,0.0,,,0.0
2014-06-01 00:00:00.000,2014,Q2,Customs,0.574249944,0.0,0.0,0.974011703,0.579244261,0.8002775199999999,0.0,0.0,0.0,,,0.0
2014-07-01 00:00:00.000,2014,Q3,Customs,0.50510607,0.049192,0.0,0.640553245,0.704621943,1.078011047,0.0610677,0.0,0.056603404,,,0.0
2014-08-01 00:00:00.000,2014,Q3,Customs,0.725764278,0.0,0.0,0.465586817,0.560993863,0.52738824,0.12386647,0.0,0.05502222,,,0.03758541
2014-09-01 00:00:00.000,2014,Q3,Customs,0.72655242,0.063184,0.0,0.198355499,0.410980885,1.147068449,0.133447011,0.0,0.0,,,0.17353848
2014-11-01 00:00:00.000,2014,Q4,Customs,0.34525326,0.0,0.0,0.0,0.49777879,1.22672718,0.24122902,0.0,0.055764657,,,0.202401902
2015-01-01 00:00:00.000,2015,Q1,Customs,0.527496113,0.0,0.0,0.255918096,0.17885978,1.50016471,0.05292,0.0,0.0,,,0.07246316
