Date,Year,Quarter,Rmb/t Aa exc VAT,Chalco Spot,Non-Chalco Spot,CMAAX (VAT incl.),Imported CIF,Import Duties,VAT Rate,Imported CIF (TAX incl.),Unnamed: 11,Aluminina Imports Price - Australia,Unnamed: 13,"Shanghai Spot and SHFE, Rmb/t Al exc VAT",Changjiang Spot Cargo,LME (USD),LME (RMB),VAT of (LME Price + Taxes)
2001-10-01 00:00:00.000,2001,Q4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,0.0,0.0,0.0,0.0,0.0
2001-11-01 00:00:00.000,2001,Q4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,0.0,0.0,0.0,0.0,0.0
2001-12-01 00:00:00.000,2001,Q4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,0.0,0.0,0.0,0.0,0.0
2002-01-01 00:00:00.000,2002,Q1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11473.504273504299,0.0,11345.1944645161,
2002-02-01 00:00:00.000,2002,Q1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11204.2735042735,0.0,11354.462142857099,
2002-03-01 00:00:00.000,2002,Q1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11222.222222222199,0.0,11643.6474354839,
2002-04-01 00:00:00.000,2002,Q2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11379.4871794872,0.0,11353.4092,
2002-05-01 00:00:00.000,2002,Q2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11315.384615384599,0.0,11137.6499612903,
2002-06-01 00:00:00.000,2002,Q2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11472.6495726496,0.0,11220.674726666699,
2002-07-01 00:00:00.000,2002,Q3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11415.384615384599,0.0,11088.4376129032,
2002-08-01 00:00:00.000,2002,Q3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11441.0256410256,0.0,11342.1848172043,
2002-09-01 00:00:00.000,2002,Q3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11653.846153846202,0.0,10789.89968,
2002-10-01 00:00:00.000,2002,Q4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,11870.0854700855,0.0,10864.0328612903,
2002-11-01 00:00:00.000,2002,Q4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,12544.4444444444,0.0,11377.92743,
2002-12-01 00:00:00.000,2002,Q4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,,Source?,12619.658119658101,0.0,11394.6161290323,
2003-01-01 00:00:00.000,2003,Q1,Antaike,1880.34188034188,,,0,0.0,0.0,0,,0.0,,Source?,11770.0854700855,0.0,11427.710722580701,
2003-02-01 00:00:00.000,2003,Q1,Antaike,2222.22222222222,,,0,0.0,0.0,0,,0.0,,Source?,12054.7008547009,0.0,11784.2807172414,
2003-03-01 00:00:00.000,2003,Q1,Antaike,2222.22222222222,,,0,0.0,0.0,0,,0.0,,Source?,12142.735042735,0.0,11519.0914193548,
2003-04-01 00:00:00.000,2003,Q2,Antaike,2222.22222222222,,,0,0.0,0.0,0,,0.0,,Source?,12414.5299145299,0.0,11039.49168,
2003-05-01 00:00:00.000,2003,Q2,Antaike,2393.1623931623894,,,0,0.0,0.0,0,,0.0,,Source?,12564.9572649573,0.0,11593.607770967701,
2003-06-01 00:00:00.000,2003,Q2,Antaike,2521.36752136752,,,0,0.0,0.0,0,,0.0,,Source?,12611.1111111111,0.0,11684.2094,
2003-07-01 00:00:00.000,2003,Q3,Antaike,2521.36752136752,,,0,0.0,0.0,0,,0.0,,Source?,12494.871794871799,0.0,11908.938174193501,
2003-08-01 00:00:00.000,2003,Q3,Antaike,2521.36752136752,,,0,0.0,0.0,0,,0.0,,Source?,12418.803418803402,0.0,12078.107,
2003-09-01 00:00:00.000,2003,Q3,Antaike,2521.36752136752,,,0,0.0,0.0,0,,0.0,,Source?,12439.316239316202,0.0,11733.8964,
2003-10-01 00:00:00.000,2003,Q4,Antaike,2820.51282051282,,,0,0.0,0.0,0,,0.0,,Source?,12820.5128205128,0.0,12223.62,
2003-11-01 00:00:00.000,2003,Q4,Antaike,2820.51282051282,,,0,0.0,0.0,0,,0.0,,Source?,13620.5128205128,0.0,12504.3285,
2003-12-01 00:00:00.000,2003,Q4,Antaike,3162.39316239316,,,0,0.0,0.0,0,,0.0,,Source?,13364.9572649573,0.0,12887.875071428602,
2004-01-01 00:00:00.000,2004,Q1,Antaike,3162.39316239316,,,0,0.0,0.0,0,,0.0,,Source?,13802.5641025641,0.0,13315.0244166667,
2004-02-01 00:00:00.000,2004,Q1,Antaike,3162.39316239316,,,0,0.0,0.0,0,,0.0,,Source?,14753.846153846202,0.0,13970.8318375,
2004-03-01 00:00:00.000,2004,Q1,Antaike,3675.21367521368,,,0,0.0,0.0,0,,0.0,,Source?,14566.666666666699,0.0,13725.506402173898,
2004-04-01 00:00:00.000,2004,Q2,Antaike,3675.21367521368,,,0,0.0,0.0,0,,0.0,,Source?,14962.3931623932,0.0,14336.887975,
2004-05-01 00:00:00.000,2004,Q2,Antaike,3675.21367521368,,,0,0.0,0.0,0,,0.0,,Source?,13517.094017094,0.0,13453.7869473684,
2004-06-01 00:00:00.000,2004,Q2,Antaike,3675.21367521368,,,0,0.0,0.0,0,,0.0,,Source?,13315.384615384599,0.0,13905.123659090901,
2004-07-01 00:00:00.000,2004,Q3,Antaike,3675.21367521368,,,0,0.0,0.0,0,,0.0,,Source?,12907.6923076923,0.0,14084.2653464076,
2004-08-01 00:00:00.000,2004,Q3,Antaike,3205.1282051282096,,,0,0.0,0.0,0,,0.0,,Source?,13213.6752136752,0.0,13729.6882932412,
2004-09-01 00:00:00.000,2004,Q3,Antaike,3358.97435897436,,,0,0.0,0.0,0,,0.0,,Source?,13861.538461538501,0.0,13973.0203087879,
2004-10-01 00:00:00.000,2004,Q4,Antaike,3529.9145299145293,,,0,0.0,0.0,0,,0.0,,Source?,13977.777777777801,0.0,14749.4513384025,
2004-11-01 00:00:00.000,2004,Q4,Antaike,3700.8547008547,,,0,0.0,0.0,0,,0.0,,Source?,13486.3247863248,0.0,14677.0962681818,
2004-12-01 00:00:00.000,2004,Q4,Antaike,3700.8547008547,,,0,0.0,0.0,0,,0.0,,Source?,13599.1452991453,0.0,14948.9949009217,
2005-01-01 00:00:00.000,2005,Q1,Antaike,3700.8547008547,,,0,0.08,0.17,0,,373.88,,Source?,13634.188034188,0.0,14803.697317500002,0.0
2005-02-01 00:00:00.000,2005,Q1,Antaike,3700.8547008547,,,0,0.08,0.17,0,,354.46,,Source?,13875.213675213701,0.0,15168.19252875,0.0
2005-03-01 00:00:00.000,2005,Q1,Antaike,3700.8547008547,,,0,0.08,0.17,0,,355.37,,Source?,14097.4358974359,0.0,15941.227279493101,0.0
2005-04-01 00:00:00.000,2005,Q2,Antaike,3700.8547008547,,,0,0.08,0.17,0,,342.44,,Source?,14305.128205128201,0.0,15202.2553428571,0.0
2005-05-01 00:00:00.000,2005,Q2,Antaike,3700.8547008547,,,0,0.08,0.17,0,,361.3,,Source?,14429.059829059799,0.0,13992.281276128999,0.0
2005-06-01 00:00:00.000,2005,Q2,Antaike,3700.8547008547,,,0,0.08,0.17,0,,363.75,,Source?,14538.461538461499,0.0,13882.715777424199,0.0
2005-07-01 00:00:00.000,2005,Q3,Antaike,3700.8547008547,,,0,0.08,0.17,0,,343.67,,Source?,14153.846153846202,0.0,14228.862685714299,0.0
2005-08-01 00:00:00.000,2005,Q3,Antaike,3700.8547008547,,,0,0.08,0.17,0,,323.96,,Source?,14056.4102564103,0.0,14914.4324956012,0.0
2005-09-01 00:00:00.000,2005,Q3,Antaike,3700.8547008547,,,0,0.08,0.17,0,,339.61,,Source?,14099.1452991453,0.0,14620.446167833301,0.0
2005-10-01 00:00:00.000,2005,Q4,Antaike,3982.90598290598,,,0,0.08,0.17,0,,401.96,,Source?,14655.5555555556,0.0,15262.2057555484,0.0
2005-11-01 00:00:00.000,2005,Q4,Antaike,3982.90598290598,,,0,0.08,0.17,0,,435.14,,Source?,14694.871794871799,0.0,16149.653945200002,0.0
2005-12-01 00:00:00.000,2005,Q4,Antaike,4444.44444444444,,,0,0.08,0.17,0,,385.78,,Source?,16107.6923076923,0.0,17603.819110161297,0.0
2006-01-01 00:00:00.000,2006,Q1,Antaike,4444.44444444444,,,0,0.055,0.17,0,,434.15,,Source?,16763.2478632479,0.0,18550.9898477419,0.0
2006-02-01 00:00:00.000,2006,Q1,Antaike,4444.44444444444,,,0,0.055,0.17,0,,483.1,,Source?,17368.3760683761,0.0,19060.956075,0.0
2006-03-01 00:00:00.000,2006,Q1,Antaike,4444.44444444444,,,0,0.055,0.17,0,,415.98,,Source?,16566.6666666667,0.0,18822.4037334194,0.0
2006-04-01 00:00:00.000,2006,Q2,Antaike,4829.05982905983,,,0,0.055,0.17,0,,478.9,,Source?,17411.9658119658,0.0,20278.2533668,0.0
2006-05-01 00:00:00.000,2006,Q2,Antaike,4829.05982905983,,,0,0.055,0.17,0,,461.29,,Source?,18754.700854700895,0.0,21999.7782252903,0.0
2006-06-01 00:00:00.000,2006,Q2,Antaike,4829.05982905983,,,0,0.055,0.17,0,,569.39,,Source?,17118.8034188034,0.0,18936.456648,0.0
2006-07-01 00:00:00.000,2006,Q3,Antaike,4829.05982905983,,,0,0.055,0.17,0,,469.56,,Source?,16413.6752136752,0.0,19065.689667,0.0
2006-08-01 00:00:00.000,2006,Q3,Antaike,4188.03418803419,,,0,0.055,0.17,0,,419.05,,Source?,16458.9743589744,0.0,18630.9305461613,0.0
2006-09-01 00:00:00.000,2006,Q3,Antaike,3247.8632478632494,,,0,0.055,0.17,0,,414.51,,Source?,18008.547008547,0.0,18596.3605576667,0.0
2006-10-01 00:00:00.000,2006,Q4,Antaike,2521.36752136752,,,0,0.055,0.17,0,,379.03,,Source?,18257.264957265,0.0,19917.380206806505,0.0
2006-11-01 00:00:00.000,2006,Q4,Antaike,2051.2820512820495,,,0,0.03,0.17,0,,371.78,,Source?,18012.8205128205,0.0,20061.911392,0.0
2006-12-01 00:00:00.000,2006,Q4,Antaike,2051.2820512820495,1974.35897435897,,0,0.03,0.17,0,,376.6,,Source?,18278.632478632495,0.0,20729.0832046452,0.0
2007-01-01 00:00:00.000,2007,Q1,Antaike,2051.2820512820495,2494.01709401709,,0,0.03,0.17,0,,393.96,,Source?,17438.4615384615,0.0,20350.1611561936,0.0
2007-02-01 00:00:00.000,2007,Q1,Antaike,3076.92307692308,3286.3247863247893,,0,0.03,0.17,0,,314.77,,Source?,17118.8034188034,0.0,20298.7485158621,0.0
2007-03-01 00:00:00.000,2007,Q1,Antaike,3333.3333333333294,3354.7008547008504,,0,0.03,0.17,0,,401.06,,Source?,16570.0854700855,0.0,19533.7278944516,0.0
2007-04-01 00:00:00.000,2007,Q2,Antaike,3333.3333333333294,3354.7008547008504,,0,0.03,0.17,0,,406.09,,Source?,16833.3333333333,0.0,19709.835129599996,0.0
2007-05-01 00:00:00.000,2007,Q2,Antaike,3333.3333333333294,3346.1538461538494,,0,0.03,0.17,0,,380.36,,Source?,17762.3931623932,0.0,19482.7035331613,0.0
2007-06-01 00:00:00.000,2007,Q2,Antaike,3333.3333333333294,3296.5811965812,,0,0.03,0.17,0,,434.57,,Source?,17543.5897435897,0.0,18449.623231833295,0.0
2007-08-01 00:00:00.000,2007,Q3,Antaike,3333.3333333333294,3076.92307692308,,0,0.03,0.17,0,,385.13,,Source?,16752.1367521368,0.0,17206.9315010645,0.0
2008-01-01 00:00:00.000,2008,Q1,Antaike,3589.7435897435894,3756.41025641026,,0,0.0,0.17,0,,352.39,,Source?,15470.940170940201,0.0,16717.085616,0.0
2008-02-01 00:00:00.000,2008,Q1,Antaike,3589.7435897435894,3458.97435897436,,0,0.0,0.17,0,,372.04,,Source?,16529.0598290598,0.0,18985.2872547,0.0
2007-07-01 00:00:00.000,2007,Q3,Antaike,3333.3333333333294,3207.6923076923094,,0,0.03,0.17,0,,381.92,,Source?,17132.4786324786,0.0,18717.459208064505,0.0
2007-09-01 00:00:00.000,2007,Q3,Antaike,2991.4529914529894,3007.6923076923094,,0,0.03,0.17,0,,374.49,,Source?,16550.4273504274,0.0,16343.496272499999,0.0
2007-10-01 00:00:00.000,2007,Q4,Antaike,2991.4529914529894,2877.77777777778,,0,0.03,0.17,0,,400.76,,Source?,15911.965811965802,0.0,16718.4504034516,0.0
2007-11-01 00:00:00.000,2007,Q4,Antaike,3247.8632478632494,2929.9145299145293,,0,0.03,0.17,0,,390.24,,Source?,15290.5982905983,0.0,17122.7529156923,0.0
2007-12-01 00:00:00.000,2007,Q4,Antaike,3589.7435897435894,3508.5470085470097,,0,0.03,0.17,0,,358.09,,Source?,15158.9743589744,0.0,16321.935922100001,0.0
2008-03-01 00:00:00.000,2008,Q1,Antaike,3589.7435897435894,3073.5042735042693,,0,0.0,0.17,0,,427.67,,Source?,16642.735042735,0.0,20574.7262393,0.0
2008-04-01 00:00:00.000,2008,Q2,Antaike,3589.7435897435894,3051.2820512820495,,0,0.0,0.17,0,,404.32,,Source?,16011.1111111111,0.0,20217.140786,0.0
2008-05-01 00:00:00.000,2008,Q2,Antaike,3589.7435897435894,3064.10256410256,,0,0.0,0.17,0,,446.0,,Source?,15927.3504273504,0.0,20236.319103,0.0
2008-06-01 00:00:00.000,2008,Q2,Antaike,2991.4529914529894,2923.93162393162,,0,0.0,0.17,0,,346.49,,Source?,15896.5811965812,0.0,20407.2522338,0.0
2008-07-01 00:00:00.000,2008,Q3,Source?,2991.4529914529894,2834.1880341880296,,0,0.0,0.17,0,,436.29,,Source?,16180.341880341899,0.0,20995.8258748,0.0
2008-08-01 00:00:00.000,2008,Q3,Source?,2735.04273504274,2742.7350427350398,,0,0.0,0.17,0,,330.55,,Source?,15457.264957265,0.0,18927.4887096,0.0
2008-09-01 00:00:00.000,2008,Q3,Source?,2735.04273504274,2642.7350427350398,,0,0.0,0.17,0,,396.04,,Source?,13844.4444444444,0.0,17252.5882518,0.0
2008-10-01 00:00:00.000,2008,Q4,Source?,2478.63247863248,2231.6239316239294,,0,0.0,0.17,0,,444.67,,Source?,11841.8803418803,0.0,14501.4826176,0.0
2008-11-01 00:00:00.000,2008,Q4,Source?,2222.22222222222,1778.63247863248,,0,0.0,0.17,0,,327.38,,Source?,11455.5555555556,0.0,12640.999286499999,0.0
2008-12-01 00:00:00.000,2008,Q4,Source?,2222.22222222222,1750.42735042735,,0,0.0,0.17,0,,310.03,,Source?,9370.08547008547,0.0,10212.3376562,0.0
2009-01-01 00:00:00.000,2009,Q1,Source?,1754.70085470085,1585.47008547009,,0,0.0,0.17,0,,252.7,,Source?,10368.3760683761,0.0,9659.805696,0.0
2009-02-01 00:00:00.000,2009,Q1,Source?,1880.34188034188,1570.08547008547,,0,0.0,0.17,0,,250.73,,Source?,10279.4871794872,0.0,9094.298058,0.0
