Province,County,minable_shallow_inventory,refractory_allocation,remaining_inventory_available_to_mining_for_SGA000t,remaining_inventory_available_to_mining_for_SGA_AA,remaining_inventory_available_to_mining_for_SGA_SiO2,remaining_inventory_available_to_mining_for_SGA_AS,extractable_to_SGA,working_stock_prior_to_AA_and_AS_de_rating000t,working_stock_prior_to_AA_and_AS_de_rating_AA,working_stock_prior_to_AA_and_AS_de_rating_AS,de_rated_Al2O3,de_rated_AS,de_rated_SiO2,province_county_000twstockprior,refractory_depletion_end_2009,refractory_depletion_end_2009_000t,SGA_depletion_end_2009,SGA_depletion_end_2009_000t,endowment_end_2009_prov_totals,geol_endowment_end_2009,endowment_end_2009_all,max_extr_inventory_end_2009_1,AA_end_2009_1,SiO2_end_2009_1,AS_end_2009_1,max_extr_inventory_end_2009_2,AA_end_2009_2,SiO2_end_2009_2,AS_end_2009_2,max_extr_inventory_end_2009_3,AA_end_2009_3,SiO2_end_2009_3,AS_end_2009_3,unallocated,check_sum,deposit,deep bauxite,Include Inventory in Allocations Further Processed?,correction_factor
Guangxi,Longzhou,51192.00000000001,0.0,51192.00000000001,0.5,0.1,5.0,0.7,35834.4,0.5,5.0,0.475,5.0,0.095,Guangxi-Longzhou-35834.4,0.0,0.0,0.0,0.0,51591.99999999999,,something,35834.4,0.475,0.095,5.0,0.0,0.7,0.07777777777777778,9.0,35834.4,0.475,0.095,5.0,35834.4,0.0,,0.0,Yes,1.0
Guangxi,Mashan,,,,,,,,,,,,,,,,,,,295250.0,,,,,,,,,,,,,,,,,,0.0,NO,
Guangxi,Napo,69969.99999999999,0.0,69969.99999999999,0.5608,0.08574923547400612,6.539999999999999,0.7,48978.999999999985,0.5608,6.539999999999999,0.5327599999999999,6.539999999999999,0.0814617737003058,Guangxi-Napo-48978.999999999985,0.0,0.0,0.0,0.0,150910.0,,something,48978.999999999985,0.5327599999999999,0.0814617737003058,6.539999999999999,0.0,0.7,0.07777777777777778,9.0,48978.999999999985,0.5327599999999999,0.0814617737003058,6.539999999999999,48978.999999999985,0.0,,0.0,Yes,1.0
Guangxi,Ningming,0.0,0.0,0.0,,,,0.7,0.0,,,,,0.0,Guangxi-Ningming-0.0,0.0,0.0,0.0,0.0,,,something,0.0,0.0,0.0,0.0,0.0,0.7,0.07777777777777778,9.0,0.0,,,0.0,0.0,0.0,,0.0,Yes,1.0
Guangxi,Pingguo,362009.26,0.0,362009.26,0.60120263515057,0.08269609530248474,7.270024454619031,0.7,253406.482,0.60120263515057,7.270024454619031,0.5687991784019163,8.319559567888417,0.06836890507970518,Guangxi-Pingguo-253406.482,0.0,0.0,0.0,0.0,1470592.722,,something,253406.482,0.5687991784019163,0.06836890507970518,8.319559567888417,0.0,0.7,0.07777777777777778,9.0,253406.482,0.5687991784019163,0.06836890507970518,8.319559567888417,253406.482,0.0,,0.0,Yes,1.0
Guangxi,Pingxiang,0.0,0.0,0.0,,,,0.7,0.0,,,,,0.0,Guangxi-Pingxiang-0.0,0.0,0.0,0.0,0.0,,,something,0.0,0.0,0.0,0.0,0.0,0.7,0.07777777777777778,9.0,0.0,,,0.0,0.0,0.0,,0.0,Yes,1.0
Guangxi,Shanglin,136739.99999999997,0.0,136739.99999999997,0.44796511627907,0.12848837209302316,3.48642533936652,0.7,95717.99999999997,0.44796511627907,3.48642533936652,0.41325000000000006,2.6240000000000037,0.15748856707317055,Guangxi-Shanglin-95717.99999999997,0.0,0.0,0.0,0.0,423780.0,,something,95717.99999999997,0.41325,0.15748856707317055,2.624000000000003,0.0,0.7,0.07777777777777778,9.0,95717.99999999997,0.41325,0.15748856707317055,2.624000000000003,95717.99999999997,0.0,,0.0,Yes,1.0
Guangxi,Tiandong,16327.849999999999,0.0,16327.849999999999,0.513836568566061,0.09471314242534375,5.42518762875052,0.7,11429.494999999999,0.513836568566061,5.42518762875052,0.5015999999999996,6.020000000000013,0.08332225913621238,Guangxi-Tiandong-11429.494999999999,0.0,0.0,0.0,0.0,214257.45999999996,,something,11429.494999999999,0.5015999999999996,0.08332225913621238,6.020000000000013,0.0,0.7,0.07777777777777778,9.0,11429.494999999999,0.5015999999999996,0.08332225913621238,6.020000000000013,11429.494999999999,0.0,,0.0,Yes,1.0
Guangxi,Tianyang,121129.99999999999,0.0,121129.99999999999,0.539432262858086,0.09488029362498754,5.6853983292903925,0.7,84790.99999999999,0.539432262858086,5.6853983292903925,0.4940637869292748,6.439263120368432,0.07672675858926638,Guangxi-Tianyang-84790.99999999999,0.0,0.0,0.0,0.0,707740.0,,something,84790.99999999999,0.4940637869292748,0.07672675858926638,6.439263120368431,0.0,0.7,0.07777777777777778,9.0,84790.99999999999,0.4940637869292748,0.07672675858926638,6.439263120368431,84790.99999999999,0.0,,0.0,Yes,1.0
Guangxi,Tian'e,580.0,0.0,580.0,0.4948000000000001,0.10056910569105693,4.92,0.7,406.0,0.4948000000000001,4.92,0.47006000000000003,3.936,0.11942581300813009,Guangxi-Tian'e-406.0,0.0,0.0,0.0,0.0,46230.00000000001,,something,406.0,0.47006000000000003,0.1194258130081301,3.9359999999999995,0.0,0.7,0.07777777777777778,9.0,406.0,0.47006000000000003,0.1194258130081301,3.9359999999999995,406.0,0.0,,0.0,Yes,1.0
Guangxi,Tianlin,1080.0,0.0,1080.0,0.494781481481481,0.06550264550264547,7.55361066235864,0.7,756.0,0.494781481481481,7.55361066235864,0.4493499999999993,4.000000000000002,0.11233749999999977,Guangxi-Tianlin-756.0,0.0,0.0,0.0,0.0,30450.0,,something,756.0,0.4493499999999993,0.11233749999999977,4.000000000000002,0.0,0.7,0.07777777777777778,9.0,756.0,0.4493499999999993,0.11233749999999977,4.000000000000002,756.0,0.0,,0.0,Yes,1.0
Guangxi,Yizhou,,,,,,,,,,,,,,,,,,,53240.00000000001,,,,,,,,,,,,,,,,,,0.0,NO,
Guangxi,Yongning,1000.0,0.0,1000.0,0.5492,0.05569979716024341,9.86,0.7,700.0,0.5492,9.86,0.52174,7.888,0.06614350912778905,Guangxi-Yongning-700.0,0.0,0.0,0.0,0.0,12670.0,,something,700.0,0.52174,0.06614350912778905,7.888,0.0,0.7,0.07777777777777778,9.0,700.0,0.52174,0.06614350912778905,7.888,700.0,0.0,,0.0,Yes,1.0
Guangxi,,,,,,,,,,,,,,,,,,,,5670295.702,5670295.702,,,,,,,,,,,,,,,,,0.0,NO,
Guizhou,Daozhen,182982.15000000002,0.0,182982.15000000002,0.582525314176505,0.1511468840774017,3.85403455540768,0.6,109789.29000000001,0.582525314176505,3.85403455540768,0.6096599999999983,6.088000000000002,0.1001412614980286,Guizhou-Daozhen-109789.29000000001,0.0,0.0,0.0,0.0,290274.95,,something,109789.29000000001,0.6096599999999983,0.1001412614980286,6.088000000000002,0.0,0.7,0.07777777777777778,9.0,109789.29000000001,0.6096599999999983,0.1001412614980286,6.088000000000002,109789.29000000001,0.0,,0.0,Yes,1.0
Guizhou,Fuquan,7220.0,0.0,7220.0,0.6658000000000001,0.11096666666666667,6.0,0.6,4332.0,0.6658000000000001,6.0,0.5992200000000001,4.5,0.13316000000000003,Guizhou-Fuquan-4332.0,0.0,0.0,0.0,0.0,7220.0,,something,4332.0,0.5992200000000001,0.13316000000000003,4.5,0.0,0.7,0.07777777777777778,9.0,4332.0,0.5992200000000001,0.13316000000000003,4.5,4332.0,0.0,,0.0,Yes,1.0
Guizhou,Guiyang,9512.0,951.2,8560.8,0.6594862162414723,0.1007048996146896,6.548700398538251,0.6,5136.48,0.6594862162414723,6.548700398538251,0.5935375118242648,5.238968023822023,0.1132928296422884,Guizhou-Guiyang-5136.48,0.0,0.0,0.002046698683433816,10.512826853484126,9501.487173146515,,something,6077.167173146515,0.6101665249266218,0.10778579370398683,5.660917862722504,951.2,0.7,0.07777777777777778,9.0,5125.967173146515,0.5934965778505961,0.1133542306027914,5.235769099172739,0.0,0.2,,0.0,Yes,1.1111111111111112
Guizhou,Huangping,14915.2,0.0,14915.2,0.656217237436396,0.07769801828590307,8.445739697269152,0.6,8949.12,0.656217237436396,8.445739697269152,0.6129899999999998,5.100000000000002,0.12019411764705873,Guizhou-Huangping-8949.12,0.0,0.0,0.0,0.0,15283.6,,something,8949.12,0.6129899999999998,0.12019411764705873,5.100000000000002,0.0,0.7,0.07777777777777778,9.0,8949.12,0.6129899999999998,0.12019411764705873,5.100000000000002,8949.12,0.0,,0.0,Yes,1.0
Guizhou,Kaili,58277.299999999996,0.0,58277.299999999996,0.6333588571428569,0.095255393106906,6.64906034697723,0.6,34966.38,0.6333588571428569,6.64906034697723,0.601690914285714,5.319248277581784,0.11311577931445087,Guizhou-Kaili-34966.38,0.0,0.0,0.0,0.0,78860.2,,something,34966.38,0.601690914285714,0.11311577931445087,5.319248277581784,0.0,0.7,0.07777777777777778,9.0,34966.38,0.601690914285714,0.11311577931445087,5.319248277581784,34966.38,0.0,,0.0,Yes,1.0
Guizhou,Kaiyang,7769.2,0.0,7769.2,0.6871089321280831,0.09008989932885908,7.62692529625213,0.6,4661.5199999999995,0.6871089321280831,7.62692529625213,0.6224315436241611,6.141337567731557,0.10135113674496651,Guizhou-Kaiyang-4661.5199999999995,0.0,0.0,0.0,0.0,7758.200000000002,,something,4661.5199999999995,0.6224315436241611,0.10135113674496651,6.141337567731557,0.0,0.7,0.07777777777777778,9.0,4661.5199999999995,0.6224315436241611,0.10135113674496651,6.141337567731557,4661.5199999999995,0.0,,0.0,Yes,1.0
Guizhou,Jinsha,21958.800000000003,0.0,21958.800000000003,0.6224,0.1686720867208672,3.69,0.6,13175.28,0.6224,3.69,0.56016,2.952,0.1897560975609756,Guizhou-Jinsha-13175.28,0.0,0.0,0.0,0.0,23145.9,,something,13175.28,0.56016,0.1897560975609756,2.952,0.0,0.7,0.07777777777777778,9.0,13175.28,0.56016,0.1897560975609756,2.952,13175.28,0.0,,0.0,Yes,1.0
Guizhou,Longli,396.00000000000006,0.0,396.00000000000006,0.687568181818182,0.1375136363636364,5.0,0.6,237.60000000000002,0.687568181818182,5.0,0.57,4.0,0.1425,Guizhou-Longli-237.60000000000002,0.0,0.0,0.0,0.0,10396.0,,something,237.60000000000002,0.5699999999999998,0.14249999999999996,4.0,0.0,0.7,0.07777777777777778,9.0,237.60000000000002,0.5699999999999998,0.14249999999999996,4.0,237.60000000000002,0.0,,0.0,Yes,1.0
Guizhou,Qingzhen,315509.3,66256.953,249252.347,0.6678237140806809,0.0816173389029742,8.182375498355592,0.6,149551.4082,0.6678237140806809,8.182375498355592,0.5844056353718639,5.141313082447048,0.11366855626183953,Guizhou-Qingzhen-149551.4082,0.0,0.0,0.00489653229327837,732.2832997565556,328034.3167002434,,something,215076.07790024346,0.6199482048005209,0.10271358294901586,6.035698366283706,66256.953,0.7,0.07777777777777778,9.0,148819.12490024345,0.5843077047259984,0.11381545223063788,5.1338170105579835,0.0,0.42,,0.0,Yes,1.2658227848101264
Guizhou,Tongzi,0.0,0.0,0.0,,,,0.6,0.0,,,,,0.0,Guizhou-Tongzi-0.0,0.0,0.0,0.0,0.0,,,something,0.0,0.0,0.0,0.0,0.0,0.7,0.07777777777777778,9.0,0.0,,,0.0,0.0,0.0,,0.0,Yes,1.0
Guizhou,Weng'an,5803.799999999999,0.0,5803.799999999999,0.6041,0.0863,6.999999999999999,0.6,3482.2799999999993,0.6041,6.999999999999999,0.5738949999999999,5.6,0.10248125,Guizhou-Weng'an-3482.2799999999993,0.0,0.0,0.0,0.0,14337.3,,something,3482.2799999999993,0.5738949999999999,0.10248125,5.6,0.0,0.7,0.07777777777777778,9.0,3482.2799999999993,0.5738949999999999,0.10248125,5.6,3482.2799999999993,0.0,,0.0,Yes,1.0
Guizhou,Wuchuan,101900.0,0.0,101900.0,0.67,0.10260336906584992,6.53,0.6,61140.0,0.67,6.53,0.6030000000000001,5.600000000000003,0.10767857142857139,Guizhou-Wuchuan-61140.0,0.0,0.0,0.0,0.0,120000.0,,something,61140.0,0.6030000000000001,0.10767857142857139,5.600000000000003,0.0,0.7,0.07777777777777778,9.0,61140.0,0.6030000000000001,0.10767857142857139,5.600000000000003,61140.0,0.0,,0.0,Yes,1.0
Guizhou,Xifeng,1859.0,446.15999999999997,1412.8400000000001,0.6001315789473685,0.16207137161084528,3.702884556245772,0.6,847.7040000000001,0.6001315789473685,3.702884556245772,0.570125,2.962307644996618,0.19245975378787875,Guizhou-Xifeng-847.7040000000001,0.0,0.0,0.005816933100285583,4.93103745684449,1854.0689625431555,,something,1288.9329625431556,0.6150047451863028,0.15287705920169456,4.022871373885545,446.15999999999997,0.7,0.07777777777777778,9.0,842.7729625431556,0.5700086613379943,0.19263426178088736,2.9590201455769747,0.0,0.48,,0.0,Yes,1.3157894736842106
Guizhou,Xiuwen,87444.19999999998,18363.281999999996,69080.91799999999,0.6217631822332202,0.12009366012655485,5.1773189490436495,0.6,41448.55079999999,0.6217631822332202,5.1773189490436495,0.5990204110224261,4.083514450753763,0.1466923695866571,Guizhou-Xiuwen-41448.55079999999,0.0,0.0,0.00489653229327837,202.95416750178896,89934.24583249821,,something,59608.87863249819,0.6300607107759127,0.12556398568951885,5.017845740687615,18363.281999999996,0.7,0.07777777777777778,9.0,41245.5966324982,0.5989224803765606,0.14683926555545546,4.078762435313128,0.0,0.42,,0.0,Yes,1.2658227848101264
Guizhou,Zheng'an,112871.8,0.0,112871.8,0.6158384615384619,0.13645443143812708,4.513143728994271,0.6,67723.08,0.6158384615384619,4.513143728994271,0.5320000000000001,4.7878379742703645,0.11111487123393592,Guizhou-Zheng'an-67723.08,0.0,0.0,0.0,0.0,192512.1,,something,67723.08,0.5320000000000001,0.11111487123393592,4.7878379742703645,0.0,0.7,0.07777777777777778,9.0,67723.08,0.5320000000000001,0.11111487123393592,4.7878379742703645,67723.08,0.0,,0.0,Yes,1.0
Guizhou,Zhijin,14936.1,0.0,14936.1,0.6578,0.08161290322580643,8.060000000000002,0.6,8961.66,0.6578,8.060000000000002,0.5920200000000001,6.045000000000002,0.09793548387096773,Guizhou-Zhijin-8961.66,0.0,0.0,0.0,0.0,15671.766666666705,,something,8961.66,0.5920200000000001,0.09793548387096773,6.045000000000002,0.0,0.7,0.07777777777777778,9.0,8961.66,0.5920200000000001,0.09793548387096773,6.045000000000002,8961.66,0.0,,0.0,Yes,1.0
Guizhou,Zunyi,95808.04,10538.884399999999,85269.1556,0.6670966458152585,0.10835392649481598,6.156644871076035,0.6,51161.49336,0.6670966458152585,6.156644871076035,0.5323512812782567,4.750833567438522,0.11205428978335717,Guizhou-Zunyi-51161.49336,0.0,0.0,0.0022766648276398628,116.47757246224238,103917.56242753776,,something,61583.90018753776,0.5610033512706057,0.1062451444578665,5.280272845721266,10538.884399999999,0.7,0.07777777777777778,9.0,51045.015787537755,0.5323057479817039,0.11212258972818637,4.747533474495624,0.0,0.22,,0.0,Yes,1.1235955056179776
Guizhou,,,,,,,,,,,,,,,,,,,,1309768.85666667,1308701.697762639,,,,,,,,,,,,,,,,,0.0,NO,
Hainan,Wenchang,,,,,,,,,,,,,,,,,,,21906.0,,,,,,,,,,,,,,,,,,0.0,NO,
Hainan,,,,,,,,,,,,,,,,,,,,21906.0,21906.0,,,,,,,,,,,,,,,,,0.0,NO,
Hebei,Fengfeng,0.0,0.0,0.0,,,,0.7,0.0,,,,,0.0,Hebei-Fengfeng-0.0,0.0,0.0,0.0,0.0,,,something,0.0,0.0,0.0,0.0,0.0,0.7,0.07777777777777778,9.0,0.0,,,0.0,0.0,0.0,,0.0,Yes,1.0
Hebei,Jingxing,694.0,0.0,694.0,0.6019,0.12037999999999997,5.000000000000001,0.7,485.79999999999995,0.6019,5.000000000000001,0.5897685758985303,4.000000000000001,0.14744214397463254,Hebei-Jingxing-485.79999999999995,0.0,0.0,0.0,0.0,42878.00000000001,,something,485.79999999999995,0.5897685758985303,0.14744214397463254,4.000000000000001,0.0,0.7,0.07777777777777778,9.0,485.79999999999995,0.5897685758985303,0.14744214397463254,4.000000000000001,485.79999999999995,0.0,,0.0,Yes,1.0
Hebei,Tangshan,23868.999999999996,0.0,23868.999999999996,0.61119583141313,0.12223916628262602,5.0,0.7,16708.299999999996,0.61119583141313,5.0,0.5583660685620273,4.0,0.13959151714050683,Hebei-Tangshan-16708.299999999996,0.0,0.0,0.0,0.0,23868.999999999996,,something,16708.299999999996,0.5583660685620273,0.13959151714050683,4.0,0.0,0.7,0.07777777777777778,9.0,16708.299999999996,0.5583660685620273,0.13959151714050683,4.0,16708.299999999996,0.0,,0.0,Yes,1.0
Hebei,Wu'an,323.34,0.0,323.34,0.577,0.11540000000000002,4.999999999999999,0.7,226.33799999999997,0.577,4.999999999999999,0.5481499999999999,3.9999999999999996,0.1370375,Hebei-Wu'an-226.33799999999997,0.0,0.0,0.0,0.0,323.34,,something,226.33799999999997,0.5481499999999999,0.1370375,3.999999999999999,0.0,0.7,0.07777777777777778,9.0,226.33799999999997,0.5481499999999999,0.1370375,3.999999999999999,226.33799999999997,0.0,,0.0,Yes,1.0
Hebei,,,,,,,,,,,,,,,,,,,,70416.34,70416.34,,,,,,,,,,,,,,,,,0.0,NO,
Henan,Baofeng,23864.86,0.0,23864.86,0.6146994036114638,0.12409355558521346,4.9535159236319695,0.7,16705.402,0.6146994036114638,4.9535159236319695,0.5829916424773675,4.065868048539315,0.14338675911698864,Henan-Baofeng-16705.402,0.0,0.0,0.0,0.0,37835.16,,something,16705.402,0.5829916424773675,0.14338675911698864,4.065868048539315,0.0,0.7,0.07777777777777778,9.0,16705.402,0.5829916424773675,0.14338675911698864,4.065868048539315,16705.402,0.0,,0.0,Yes,1.0
Henan,Dengfeng,76438.20000000001,15287.640000000003,61150.56000000001,0.6363546395655412,0.12120047796834257,5.250430115727401,0.7,42805.39200000001,0.6363546395655412,5.250430115727401,0.6127499999999995,4.76814653465347,0.12850905389478173,Henan-Dengfeng-42805.39200000001,0.0,0.0,0.004605072037726086,197.12191376310395,142477.0780862369,,something,57895.91008623691,0.6357209197930568,0.11521493587718065,5.517695383441748,15287.640000000003,0.7,0.07777777777777778,9.0,42608.2700862369,0.6126578985592449,0.1286472060559135,4.762310176351342,0.0,0.4,,0.0,Yes,1.25
Henan,Gongyi,180433.0,27064.95,153368.05,0.6469791980392153,0.13990327127481642,4.624475125877033,0.7,107357.63499999998,0.6469791980392153,4.624475125877033,0.6073291688857217,3.700381387320288,0.16412610088430166,Henan-Gongyi-107357.63499999998,0.0,0.0,0.0032506390854537075,348.9809244528729,246258.01907554708,,something,134073.6040755471,0.6259844030576072,0.1467731128140447,4.264980084265861,27064.95,0.7,0.07777777777777778,9.0,107008.6540755471,0.6072641561040126,0.16422362005686525,3.6977881494375593,0.0,0.3,,0.0,Yes,1.1764705882352942
Henan,Hubin,2791.1999999999994,0.0,2791.1999999999994,0.697,0.05881856540084388,11.85,0.7,1953.8399999999995,0.697,11.85,0.5700000000000001,4.000000000000003,0.14249999999999993,Henan-Hubin-1953.8399999999995,0.0,0.0,0.0,0.0,3776.999999999999,,something,1953.8399999999995,0.5700000000000001,0.14249999999999993,4.000000000000003,0.0,0.7,0.07777777777777778,9.0,1953.8399999999995,0.5700000000000001,0.14249999999999993,4.000000000000003,1953.8399999999995,0.0,,0.0,Yes,1.0
Henan,Jiaxian,4900.0,0.0,4900.0,0.6,0.15,4.0,0.7,3430.0,0.6,4.0,0.57,3.8,0.15,Henan-Jiaxian-3430.0,0.0,0.0,0.0,0.0,4900.0,,something,3430.0,0.57,0.15,3.8,0.0,0.7,0.07777777777777778,9.0,3430.0,0.57,0.15,3.8,3430.0,0.0,,0.0,Yes,1.0
Henan,Jiyuan,6335.4,0.0,6335.4,0.6,0.15,4.0,0.7,4434.78,0.6,4.0,0.57,3.6,0.15833333333333333,Henan-Jiyuan-4434.78,0.0,0.0,0.0,0.0,6335.4,,something,4434.78,0.57,0.15833333333333333,3.5999999999999996,0.0,0.7,0.07777777777777778,9.0,4434.78,0.57,0.15833333333333333,3.5999999999999996,4434.78,0.0,,0.0,Yes,1.0
Henan,Lushan,7828.700000000002,0.0,7828.700000000002,0.666213971225516,0.12022946766195168,5.541187066540999,0.7,5480.090000000001,0.666213971225516,5.541187066540999,0.6365828172995385,4.985997923474427,0.12767410397474538,Henan-Lushan-5480.090000000001,0.0,0.0,0.0,0.0,58220.0,,something,5480.090000000001,0.6365828172995385,0.12767410397474538,4.985997923474426,0.0,0.7,0.07777777777777778,9.0,5480.090000000001,0.6365828172995385,0.12767410397474538,4.985997923474426,5480.090000000001,0.0,,0.0,Yes,1.0
Henan,Mianchi,150034.80000000002,15003.480000000003,135031.32,0.6694289556731612,0.10377920804710163,6.450511314071038,0.7,94521.924,0.6694289556731612,6.450511314071038,0.6354177436201732,5.903439880338714,0.10763516805454716,Henan-Mianchi-94521.924,0.0,0.0,0.002046698683433816,193.45789740643121,504297.74210259377,,something,109331.94610259356,0.644244965556718,0.10359085241570076,6.219129880034396,15003.480000000003,0.7,0.07777777777777778,9.0,94328.46610259356,0.6353768096465044,0.10769656901505015,5.899694070641314,0.0,0.2,,0.0,Yes,1.1111111111111112
Henan,Pingdingshan,4490.0,0.0,4490.0,0.664,0.12296296296296295,5.4,0.7,3143.0,0.664,5.4,0.6308,4.59,0.13742919389978214,Henan-Pingdingshan-3143.0,0.0,0.0,0.0,0.0,4490.0,,something,3143.0,0.6308,0.13742919389978214,4.59,0.0,0.7,0.07777777777777778,9.0,3143.0,0.6308,0.13742919389978214,4.59,3143.0,0.0,,0.0,Yes,1.0
