Rank,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
10,,0.057674658999999906,0.011879999999999669,0.6423291899999999,0.20790000000000042,0.5984999999999996,2.6367119999999993,2.6367119999999993,1.29204,1.5714000000000006,1.5714000000000006,3.142800000000001,3.142800000000001,1.245114000000001,1.245114000000001,1.245114000000001,1.245114000000001,1.245114000000001,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003
11,,,0.0434913899999998,1.154872425999999,0.47879999999999967,0.5237834199999991,0.7556814000000003,0.7556814000000003,0.7856999999999985,1.8127394999999993,1.245114000000001,1.245114000000001,1.245114000000001,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.7605900000000005,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997
12,,,2.7983660130000008,0.3114836949999997,0.20686018199999978,0.5345999999999993,1.25685,1.25685,2.6367119999999993,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.5238000000000014,0.5238000000000014,0.5238000000000014,0.5264999999999986,0.5264999999999986,10.0,15.0,15.0,17.0,20.0,20.0,20.0,20.0,20.0
13,,,0.16652826199999993,0.1485000000000003,0.4377779999999998,0.09182142000000049,0.7695000000000007,0.7695000000000007,0.7556814000000003,1.1812499999999986,2.3625000000000007,0.5238000000000014,0.5238000000000014,2.953125,3.1499999999999986,3.1499999999999986,3.1499999999999986,3.1499999999999986,2.980000000000004,3.049999999999997,2.200000000000003,2.8499999999999943,2.8499999999999943,2.8499999999999943,2.8499999999999943,2.8499999999999943,2.8499999999999943
14,,,,0.16527855600000052,0.27797787099999915,0.3560692579999998,0.38700000000000045,0.38700000000000045,1.25685,1.25685,0.7695000000000007,2.7562500000000014,2.7562500000000014,0.7695000000000007,0.7695000000000007,0.7695000000000007,0.7695000000000007,0.7695000000000007,2.8499999999999943,2.8499999999999943,2.8499999999999943,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932
15,,,,1.3793103450000004,0.5716929549999996,0.7296655449999996,3.7085630999999992,3.5285630999999995,0.7695000000000007,0.7695000000000007,0.38700000000000045,0.7695000000000007,0.7695000000000007,0.7740000000000009,0.7740000000000009,0.7740000000000009,0.7740000000000009,1.1610000000000014,0.8199999999999932,0.8199999999999932,0.8199999999999932,5.0,5.0,5.0,5.0,5.0,5.0
16,,,,0.31698113200000044,0.20671320800000004,0.22641509400000004,0.5940000000000012,0.5940000000000012,0.38700000000000045,0.38700000000000045,3.2567070999999963,0.38700000000000045,0.38700000000000045,2.8567071000000013,2.6567070999999984,2.556707099999997,2.556707099999997,2.556707099999997,4.0,5.0,5.0,12.0,12.0,12.0,12.0,12.0,12.0
17,,,,3.0588235290000014,0.07469999999999999,3.594034542000001,0.4591070999999971,0.45910710000000066,3.228563099999999,3.3567071000000013,2.0790000000000006,3.2567071,3.2567071,2.0790000000000006,2.0790000000000006,2.0790000000000006,2.0790000000000006,2.0790000000000006,12.0,12.0,12.0,19.999999999999986,19.999999999999986,19.999999999999986,19.999999999999986,19.999999999999986,19.999999999999986
18,,,,2.187000000000001,2.374067499999999,12.026966130000002,0.568388726000002,1.3478400000000015,0.5940000000000012,1.336500000000001,0.4591070999999971,2.0790000000000006,2.0790000000000006,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,20.0,20.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0
19,,,,,11.0,0.040500000000001535,0.7552038400000001,1.2347025770000002,0.45910710000000066,0.4591070999999971,3.3695999999999984,0.4591070999999971,0.4591070999999971,3.7439999999999998,3.7439999999999998,3.7439999999999998,3.7439999999999998,3.7439999999999998,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0
20,,,,,,,0.188679245000003,0.7552038400000001,3.3695999999999984,3.3695999999999984,1.9788432690000022,3.3695999999999984,3.7439999999999998,1.9526353250000028,1.943643092000002,1.9345235890000012,1.9252692589999967,1.9161030490000002,3.069999999999993,2.990000000000009,2.25,4.5,4.5,4.5,4.5,4.5,4.5
21,,,,,,,4.588188737000003,1.2465899999999976,1.9955455059999991,1.9872899929999974,1.2312000000000012,1.9702413700000037,1.9615024000000005,1.2312000000000012,1.2312000000000012,1.2312000000000012,1.2312000000000012,1.2312000000000012,6.0,6.0,6.0,0.5,0.5,0.5,0.5,0.5,0.5
22,,,,,,,3.3097672829999922,0.188679245000003,1.6621200000000016,0.8207999999999984,2.7702000000000027,1.2312000000000012,1.2312000000000012,2.7702000000000027,3.078000000000003,3.078000000000003,3.078000000000003,3.402000000000001,4.5,2.67470376,4.5,8.262221220000015,7.800279079999996,9.0,9.0,9.0,9.0
23,,,,,,,,3.594550298999998,0.188679245000003,2.4931800000000024,0.188679245000003,2.7702000000000027,2.7702000000000027,0.188679245000003,0.188679245000003,0.188679245000003,0.188679245000003,0.188679245000003,0.5,,0.5,,,,,,
24,,,,,,,,9.783004831,0.8590500000000034,0.188679245000003,1.6807500000000033,0.188679245000003,0.188679245000003,1.8674999999999997,1.8674999999999997,1.8674999999999997,1.8674999999999997,1.8674999999999997,9.0,,3.274163360000017,,,,,,
25,,,,,,,,,4.960013566999997,1.6807500000000033,6.670349999999999,1.6807500000000033,1.6807500000000033,6.670349999999999,6.670349999999999,6.670349999999999,6.670349999999999,3.4832298359999996,,,,,,,,,
26,,,,,,,,,10.199411504999993,4.960013566999997,11.519169631999993,6.670349999999999,6.670349999999999,12.341312614999985,13.7186484,13.7186484,13.718648399999992,13.605070159999997,,,,,,,,,
27,,,,,,,,,,9.551023071999992,,11.925592299999977,11.666215885999982,,0.6057445249999915,2.7110178739999924,0.8728372040000067,3.3615000000000066,,,,,,,,,
28,,,,,,,,,,,,,,,,,,0.40500000000000114,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,
